,YearSchluessel,Year,Stadt-/Landkreis,Anteil Schulabgänger mit allgem. Hochschulreife in %,Anteil Schulabgänger ohne Hauptschulabschluss in %,LAND_NAME,LAND_ABK
5366,200905366,2009,Kreis Euskirchen,28.700000000000003,5.300000000000001,Nordrhein-Westfalen,NW
5366,201305366,2013,Kreis Euskirchen,46.0,3.2,Nordrhein-Westfalen,NW
5366,201705366,2017,Kreis Euskirchen,39.0,4.800000000000001,Nordrhein-Westfalen,NW
5370,200905370,2009,Kreis Heinsberg,28.5,7.1000000000000005,Nordrhein-Westfalen,NW
5370,201305370,2013,Kreis Heinsberg,45.300000000000004,4.3,Nordrhein-Westfalen,NW
5370,201705370,2017,Kreis Heinsberg,38.300000000000004,4.3,Nordrhein-Westfalen,NW
5374,200905374,2009,Oberbergischer Kreis,26.400000000000002,5.9,Nordrhein-Westfalen,NW
5374,201305374,2013,Oberbergischer Kreis,44.0,3.7,Nordrhein-Westfalen,NW
5374,201705374,2017,Oberbergischer Kreis,36.2,4.0,Nordrhein-Westfalen,NW
5378,200905378,2009,Rheinisch-Bergischer Kreis,34.6,6.1000000000000005,Nordrhein-Westfalen,NW
5378,201305378,2013,Rheinisch-Bergischer Kreis,51.5,2.7,Nordrhein-Westfalen,NW
5378,201705378,2017,Rheinisch-Bergischer Kreis,44.1,3.4000000000000004,Nordrhein-Westfalen,NW
5382,200905382,2009,Rhein-Sieg-Kreis,35.5,5.300000000000001,Nordrhein-Westfalen,NW
5382,201305382,2013,Rhein-Sieg-Kreis,50.0,4.5,Nordrhein-Westfalen,NW
5382,201705382,2017,Rhein-Sieg-Kreis,42.0,4.3,Nordrhein-Westfalen,NW
5512,200905512,2009,Bottrop,28.5,7.300000000000001,Nordrhein-Westfalen,NW
5512,201305512,2013,Bottrop,47.900000000000006,4.5,Nordrhein-Westfalen,NW
5512,201705512,2017,Bottrop,39.5,5.6000000000000005,Nordrhein-Westfalen,NW
5513,200905513,2009,Gelsenkirchen,26.5,9.3,Nordrhein-Westfalen,NW
5513,201305513,2013,Gelsenkirchen,36.9,8.5,Nordrhein-Westfalen,NW
5513,201705513,2017,Gelsenkirchen,30.700000000000003,10.0,Nordrhein-Westfalen,NW
5515,200905515,2009,Münster,41.6,6.7,Nordrhein-Westfalen,NW
5515,201305515,2013,Münster,59.1,3.7,Nordrhein-Westfalen,NW
5515,201705515,2017,Münster,51.5,5.9,Nordrhein-Westfalen,NW
5554,200905554,2009,Kreis Borken,20.700000000000003,5.9,Nordrhein-Westfalen,NW
5554,201305554,2013,Kreis Borken,38.7,4.0,Nordrhein-Westfalen,NW
5554,201705554,2017,Kreis Borken,29.200000000000003,5.800000000000001,Nordrhein-Westfalen,NW
5558,200905558,2009,Kreis Coesfeld,28.8,3.4000000000000004,Nordrhein-Westfalen,NW
5558,201305558,2013,Kreis Coesfeld,44.300000000000004,2.7,Nordrhein-Westfalen,NW
5558,201705558,2017,Kreis Coesfeld,38.400000000000006,4.6000000000000005,Nordrhein-Westfalen,NW
5562,200905562,2009,Kreis Recklinghausen,28.700000000000003,5.800000000000001,Nordrhein-Westfalen,NW
5562,201305562,2013,Kreis Recklinghausen,42.6,5.1000000000000005,Nordrhein-Westfalen,NW
5562,201705562,2017,Kreis Recklinghausen,33.300000000000004,6.5,Nordrhein-Westfalen,NW
5566,200905566,2009,Kreis Steinfurt,26.5,4.6000000000000005,Nordrhein-Westfalen,NW
5566,201305566,2013,Kreis Steinfurt,41.7,3.5,Nordrhein-Westfalen,NW
5566,201705566,2017,Kreis Steinfurt,30.900000000000002,6.5,Nordrhein-Westfalen,NW
5570,200905570,2009,Kreis Warendorf,27.700000000000003,3.8000000000000003,Nordrhein-Westfalen,NW
5570,201305570,2013,Kreis Warendorf,43.300000000000004,2.9000000000000004,Nordrhein-Westfalen,NW
5570,201705570,2017,Kreis Warendorf,34.7,4.800000000000001,Nordrhein-Westfalen,NW
5711,200905711,2009,Bielefeld,35.0,5.800000000000001,Nordrhein-Westfalen,NW
5711,201305711,2013,Bielefeld,47.5,4.3,Nordrhein-Westfalen,NW
5711,201705711,2017,Bielefeld,39.6,6.800000000000001,Nordrhein-Westfalen,NW
5754,200905754,2009,Kreis Gütersloh,26.1,4.6000000000000005,Nordrhein-Westfalen,NW
5754,201305754,2013,Kreis Gütersloh,44.0,3.4000000000000004,Nordrhein-Westfalen,NW
5754,201705754,2017,Kreis Gütersloh,34.9,6.7,Nordrhein-Westfalen,NW
5758,200905758,2009,Kreis Herford,32.800000000000004,5.5,Nordrhein-Westfalen,NW
5758,201305758,2013,Kreis Herford,48.6,3.9000000000000004,Nordrhein-Westfalen,NW
5758,201705758,2017,Kreis Herford,39.2,4.0,Nordrhein-Westfalen,NW
5762,200905762,2009,Kreis Höxter,30.200000000000003,5.7,Nordrhein-Westfalen,NW
5762,201305762,2013,Kreis Höxter,48.2,3.9000000000000004,Nordrhein-Westfalen,NW
5762,201705762,2017,Kreis Höxter,37.0,5.800000000000001,Nordrhein-Westfalen,NW
5766,200905766,2009,Kreis Lippe,27.0,6.7,Nordrhein-Westfalen,NW
5766,201305766,2013,Kreis Lippe,41.300000000000004,3.9000000000000004,Nordrhein-Westfalen,NW
5766,201705766,2017,Kreis Lippe,32.300000000000004,4.800000000000001,Nordrhein-Westfalen,NW
5770,200905770,2009,Kreis Minden-Lübbecke,33.0,6.5,Nordrhein-Westfalen,NW
5770,201305770,2013,Kreis Minden-Lübbecke,46.400000000000006,3.8000000000000003,Nordrhein-Westfalen,NW
5770,201705770,2017,Kreis Minden-Lübbecke,39.7,6.9,Nordrhein-Westfalen,NW
5774,200905774,2009,Kreis Paderborn,27.700000000000003,5.1000000000000005,Nordrhein-Westfalen,NW
5774,201305774,2013,Kreis Paderborn,40.300000000000004,2.9000000000000004,Nordrhein-Westfalen,NW
5774,201705774,2017,Kreis Paderborn,33.6,5.1000000000000005,Nordrhein-Westfalen,NW
5911,200905911,2009,Bochum,32.300000000000004,6.9,Nordrhein-Westfalen,NW
5911,201305911,2013,Bochum,46.2,4.0,Nordrhein-Westfalen,NW
5911,201705911,2017,Bochum,40.800000000000004,7.2,Nordrhein-Westfalen,NW
5913,200905913,2009,Dortmund,29.700000000000003,8.8,Nordrhein-Westfalen,NW
5913,201305913,2013,Dortmund,43.800000000000004,6.300000000000001,Nordrhein-Westfalen,NW
5913,201705913,2017,Dortmund,37.2,7.2,Nordrhein-Westfalen,NW
5914,200905914,2009,Hagen,32.5,7.0,Nordrhein-Westfalen,NW
5914,201305914,2013,Hagen,45.300000000000004,3.7,Nordrhein-Westfalen,NW
5914,201705914,2017,Hagen,38.300000000000004,6.1000000000000005,Nordrhein-Westfalen,NW
5915,200905915,2009,Hamm,25.900000000000002,6.6000000000000005,Nordrhein-Westfalen,NW
5915,201305915,2013,Hamm,35.800000000000004,5.5,Nordrhein-Westfalen,NW
5915,201705915,2017,Hamm,28.900000000000002,6.6000000000000005,Nordrhein-Westfalen,NW
5916,200905916,2009,Herne,27.3,7.1000000000000005,Nordrhein-Westfalen,NW
5916,201305916,2013,Herne,43.300000000000004,5.9,Nordrhein-Westfalen,NW
5916,201705916,2017,Herne,35.7,9.1,Nordrhein-Westfalen,NW
5954,200905954,2009,Ennepe-Ruhr-Kreis,31.6,6.2,Nordrhein-Westfalen,NW
5954,201305954,2013,Ennepe-Ruhr-Kreis,47.800000000000004,4.3,Nordrhein-Westfalen,NW
5954,201705954,2017,Ennepe-Ruhr-Kreis,40.7,5.1000000000000005,Nordrhein-Westfalen,NW
5958,200905958,2009,Hochsauerlandkreis,26.6,5.9,Nordrhein-Westfalen,NW
5958,201305958,2013,Hochsauerlandkreis,42.5,3.8000000000000003,Nordrhein-Westfalen,NW
5958,201705958,2017,Hochsauerlandkreis,30.0,5.6000000000000005,Nordrhein-Westfalen,NW
5962,200905962,2009,Märkischer Kreis,24.0,9.3,Nordrhein-Westfalen,NW
5962,201305962,2013,Märkischer Kreis,41.400000000000006,6.300000000000001,Nordrhein-Westfalen,NW
5962,201705962,2017,Märkischer Kreis,34.4,6.2,Nordrhein-Westfalen,NW
5966,200905966,2009,Kreis Olpe,26.1,6.300000000000001,Nordrhein-Westfalen,NW
5966,201305966,2013,Kreis Olpe,44.6,5.5,Nordrhein-Westfalen,NW
5966,201705966,2017,Kreis Olpe,35.6,4.800000000000001,Nordrhein-Westfalen,NW
5970,200905970,2009,Kreis Siegen-Wittgenstein,31.200000000000003,4.2,Nordrhein-Westfalen,NW
5970,201305970,2013,Kreis Siegen-Wittgenstein,46.1,3.2,Nordrhein-Westfalen,NW
5970,201705970,2017,Kreis Siegen-Wittgenstein,37.9,4.1000000000000005,Nordrhein-Westfalen,NW
5974,200905974,2009,Kreis Soest,29.400000000000002,4.800000000000001,Nordrhein-Westfalen,NW
5974,201305974,2013,Kreis Soest,47.5,3.6,Nordrhein-Westfalen,NW
5974,201705974,2017,Kreis Soest,36.9,6.4,Nordrhein-Westfalen,NW
5978,200905978,2009,Kreis Unna,30.900000000000002,6.7,Nordrhein-Westfalen,NW
5978,201305978,2013,Kreis Unna,47.5,5.2,Nordrhein-Westfalen,NW
5978,201705978,2017,Kreis Unna,39.400000000000006,6.4,Nordrhein-Westfalen,NW
6411,200906411,2009,Darmstadt,47.6,4.9,Hessen,HE
6411,201306411,2013,Darmstadt,57.7,2.3000000000000003,Hessen,HE
6411,201706411,2017,Darmstadt,49.0,2.9000000000000004,Hessen,HE
6412,200906412,2009,Frankfurt (Main),34.0,7.6000000000000005,Hessen,HE
6412,201306412,2013,Frankfurt (Main),40.6,4.9,Hessen,HE
6412,201706412,2017,Frankfurt (Main),37.2,6.0,Hessen,HE
6413,200906413,2009,Offenbach am Main,26.700000000000003,11.9,Hessen,HE
6413,201306413,2013,Offenbach am Main,37.300000000000004,6.2,Hessen,HE
6413,201706413,2017,Offenbach am Main,29.8,6.800000000000001,Hessen,HE
6414,200906414,2009,Wiesbaden,33.4,8.9,Hessen,HE
6414,201306414,2013,Wiesbaden,39.7,5.800000000000001,Hessen,HE
6414,201706414,2017,Wiesbaden,35.800000000000004,6.5,Hessen,HE
6431,200906431,2009,Landkreis Bergstrasse,32.2,5.4,Hessen,HE
6431,201306431,2013,Landkreis Bergstrasse,45.2,2.6,Hessen,HE
6431,201706431,2017,Landkreis Bergstrasse,35.7,3.5,Hessen,HE
6432,200906432,2009,Landkreis Darmstadt-Dieburg,22.3,6.800000000000001,Hessen,HE
6432,201306432,2013,Landkreis Darmstadt-Dieburg,33.2,4.9,Hessen,HE
6432,201706432,2017,Landkreis Darmstadt-Dieburg,35.300000000000004,4.6000000000000005,Hessen,HE
6433,200906433,2009,Landkreis Groß-Gerau,23.700000000000003,7.9,Hessen,HE
6433,201306433,2013,Landkreis Groß-Gerau,30.1,4.6000000000000005,Hessen,HE
6433,201706433,2017,Landkreis Groß-Gerau,28.400000000000002,5.6000000000000005,Hessen,HE
6434,200906434,2009,Hochtaunuskreis,38.400000000000006,5.4,Hessen,HE
6434,201306434,2013,Hochtaunuskreis,46.400000000000006,3.1,Hessen,HE
6434,201706434,2017,Hochtaunuskreis,45.800000000000004,3.6,Hessen,HE
6435,200906435,2009,Main-Kinzig-Kreis,24.1,6.7,Hessen,HE
6435,201306435,2013,Main-Kinzig-Kreis,33.7,4.1000000000000005,Hessen,HE
6435,201706435,2017,Main-Kinzig-Kreis,28.700000000000003,4.5,Hessen,HE
6436,200906436,2009,Main-Taunus-Kreis,31.200000000000003,7.300000000000001,Hessen,HE
6436,201306436,2013,Main-Taunus-Kreis,44.5,2.9000000000000004,Hessen,HE
6436,201706436,2017,Main-Taunus-Kreis,37.0,5.4,Hessen,HE
6437,200906437,2009,Odenwaldkreis,25.900000000000002,7.0,Hessen,HE
6437,201306437,2013,Odenwaldkreis,35.5,3.1,Hessen,HE
6437,201706437,2017,Odenwaldkreis,31.0,6.6000000000000005,Hessen,HE
6438,200906438,2009,Landkreis Offenbach,29.5,5.5,Hessen,HE
6438,201306438,2013,Landkreis Offenbach,41.5,3.5,Hessen,HE
6438,201706438,2017,Landkreis Offenbach,31.6,4.6000000000000005,Hessen,HE
6439,200906439,2009,Rheingau-Taunus-Kreis,26.400000000000002,6.6000000000000005,Hessen,HE
6439,201306439,2013,Rheingau-Taunus-Kreis,41.2,4.9,Hessen,HE
6439,201706439,2017,Rheingau-Taunus-Kreis,37.6,4.2,Hessen,HE
6440,200906440,2009,Wetteraukreis,34.0,6.5,Hessen,HE
6440,201306440,2013,Wetteraukreis,46.300000000000004,4.3,Hessen,HE
6440,201706440,2017,Wetteraukreis,40.2,4.3,Hessen,HE
6531,200906531,2009,Landkreis Gießen,29.200000000000003,6.0,Hessen,HE
6531,201306531,2013,Landkreis Gießen,43.0,3.7,Hessen,HE
6531,201706531,2017,Landkreis Gießen,41.2,4.7,Hessen,HE
6532,200906532,2009,Lahn-Dill Kreis,20.900000000000002,6.1000000000000005,Hessen,HE
6532,201306532,2013,Lahn-Dill Kreis,28.200000000000003,4.0,Hessen,HE
6532,201706532,2017,Lahn-Dill Kreis,22.5,5.2,Hessen,HE
6533,200906533,2009,Landkreis Limburg-Weilburg,22.200000000000003,4.4,Hessen,HE
6533,201306533,2013,Landkreis Limburg-Weilburg,38.7,3.6,Hessen,HE
6533,201706533,2017,Landkreis Limburg-Weilburg,26.0,5.2,Hessen,HE
6534,200906534,2009,Landkreis Marburg-Biedenkopf,28.0,5.4,Hessen,HE
6534,201306534,2013,Landkreis Marburg-Biedenkopf,39.6,4.1000000000000005,Hessen,HE
6534,201706534,2017,Landkreis Marburg-Biedenkopf,31.400000000000002,5.800000000000001,Hessen,HE
6535,200906535,2009,Vogelsbergkreis,18.400000000000002,6.9,Hessen,HE
6535,201306535,2013,Vogelsbergkreis,29.3,3.9000000000000004,Hessen,HE
6535,201706535,2017,Vogelsbergkreis,25.3,6.4,Hessen,HE
6611,200906611,2009,Kassel,31.400000000000002,8.4,Hessen,HE
6611,201306611,2013,Kassel,44.1,6.6000000000000005,Hessen,HE
6611,201706611,2017,Kassel,35.5,7.0,Hessen,HE
6631,200906631,2009,Landkreis Fulda,21.8,5.300000000000001,Hessen,HE
6631,201306631,2013,Landkreis Fulda,33.0,3.3000000000000003,Hessen,HE
6631,201706631,2017,Landkreis Fulda,27.0,4.6000000000000005,Hessen,HE
6632,200906632,2009,Landkreis Hersfeld-Rotenburg,23.0,6.1000000000000005,Hessen,HE
6632,201306632,2013,Landkreis Hersfeld-Rotenburg,23.3,3.5,Hessen,HE
6632,201706632,2017,Landkreis Hersfeld-Rotenburg,26.3,4.2,Hessen,HE
6633,200906633,2009,Landkreis Kassel (Land),20.700000000000003,5.2,Hessen,HE
6633,201306633,2013,Landkreis Kassel (Land),32.5,3.3000000000000003,Hessen,HE
6633,201706633,2017,Landkreis Kassel (Land),26.1,4.1000000000000005,Hessen,HE
6634,200906634,2009,Schwalm-Eder Kreis,24.1,5.800000000000001,Hessen,HE
6634,201306634,2013,Schwalm-Eder Kreis,39.900000000000006,5.2,Hessen,HE
6634,201706634,2017,Schwalm-Eder Kreis,31.900000000000002,4.9,Hessen,HE
6635,200906635,2009,Landkreis Waldeck-Frankenberg,21.1,10.200000000000001,Hessen,HE
6635,201306635,2013,Landkreis Waldeck-Frankenberg,31.200000000000003,4.9,Hessen,HE
6635,201706635,2017,Landkreis Waldeck-Frankenberg,23.900000000000002,5.300000000000001,Hessen,HE
6636,200906636,2009,Werra-Meißner Kreis,20.700000000000003,5.6000000000000005,Hessen,HE
6636,201306636,2013,Werra-Meißner Kreis,28.200000000000003,4.800000000000001,Hessen,HE
6636,201706636,2017,Werra-Meißner Kreis,23.0,4.1000000000000005,Hessen,HE
7111,200907111,2009,Koblenz,41.7,7.0,Rheinland-Pfalz,RP
7111,201307111,2013,Koblenz,44.800000000000004,5.7,Rheinland-Pfalz,RP
7111,201707111,2017,Koblenz,43.900000000000006,6.2,Rheinland-Pfalz,RP
7131,200907131,2009,Landkreis Ahrweiler,35.0,4.5,Rheinland-Pfalz,RP
7131,201307131,2013,Landkreis Ahrweiler,39.800000000000004,3.7,Rheinland-Pfalz,RP
7131,201707131,2017,Landkreis Ahrweiler,46.300000000000004,2.2,Rheinland-Pfalz,RP
7132,200907132,2009,Landkreis Altenkirchen (Westerwald),19.1,8.8,Rheinland-Pfalz,RP
7132,201307132,2013,Landkreis Altenkirchen (Westerwald),28.400000000000002,3.9000000000000004,Rheinland-Pfalz,RP
7132,201707132,2017,Landkreis Altenkirchen (Westerwald),31.900000000000002,5.9,Rheinland-Pfalz,RP
7133,200907133,2009,Landkreis Bad Kreuznach,30.3,7.2,Rheinland-Pfalz,RP
7133,201307133,2013,Landkreis Bad Kreuznach,35.9,4.7,Rheinland-Pfalz,RP
7133,201707133,2017,Landkreis Bad Kreuznach,34.800000000000004,7.7,Rheinland-Pfalz,RP
7134,200907134,2009,Landkreis Birkenfeld,24.3,8.700000000000001,Rheinland-Pfalz,RP
7134,201307134,2013,Landkreis Birkenfeld,26.8,3.7,Rheinland-Pfalz,RP
7134,201707134,2017,Landkreis Birkenfeld,31.1,4.0,Rheinland-Pfalz,RP
7135,200907135,2009,Landkreis Cochem-Zell,14.200000000000001,8.0,Rheinland-Pfalz,RP
7135,201307135,2013,Landkreis Cochem-Zell,17.2,8.1,Rheinland-Pfalz,RP
7135,201707135,2017,Landkreis Cochem-Zell,24.0,4.3,Rheinland-Pfalz,RP
7137,200907137,2009,Landkreis Mayen-Koblenz,20.1,6.6000000000000005,Rheinland-Pfalz,RP
7137,201307137,2013,Landkreis Mayen-Koblenz,23.1,6.0,Rheinland-Pfalz,RP
7137,201707137,2017,Landkreis Mayen-Koblenz,28.5,6.0,Rheinland-Pfalz,RP
7138,200907138,2009,Landkreis Neuwied,19.5,10.5,Rheinland-Pfalz,RP
7138,201307138,2013,Landkreis Neuwied,21.3,8.700000000000001,Rheinland-Pfalz,RP
7138,201707138,2017,Landkreis Neuwied,27.8,7.9,Rheinland-Pfalz,RP
7140,200907140,2009,Rhein-Hunsrück-Kreis,23.1,7.0,Rheinland-Pfalz,RP
7140,201307140,2013,Rhein-Hunsrück-Kreis,25.700000000000003,4.4,Rheinland-Pfalz,RP
7140,201707140,2017,Rhein-Hunsrück-Kreis,26.3,6.9,Rheinland-Pfalz,RP
7141,200907141,2009,Rhein-Lahn-Kreis,25.200000000000003,7.7,Rheinland-Pfalz,RP
7141,201307141,2013,Rhein-Lahn-Kreis,31.6,7.7,Rheinland-Pfalz,RP
7141,201707141,2017,Rhein-Lahn-Kreis,36.800000000000004,7.6000000000000005,Rheinland-Pfalz,RP
7143,200907143,2009,Westerwaldkreis,19.700000000000003,7.300000000000001,Rheinland-Pfalz,RP
7143,201307143,2013,Westerwaldkreis,21.0,6.1000000000000005,Rheinland-Pfalz,RP
7143,201707143,2017,Westerwaldkreis,25.0,8.700000000000001,Rheinland-Pfalz,RP
7211,200907211,2009,Trier,40.0,6.9,Rheinland-Pfalz,RP
7211,201307211,2013,Trier,41.7,4.6000000000000005,Rheinland-Pfalz,RP
7211,201707211,2017,Trier,43.800000000000004,6.300000000000001,Rheinland-Pfalz,RP
7231,200907231,2009,Landkreis Bernkastel-Wittlich,24.0,7.300000000000001,Rheinland-Pfalz,RP
7231,201307231,2013,Landkreis Bernkastel-Wittlich,25.200000000000003,5.7,Rheinland-Pfalz,RP
7231,201707231,2017,Landkreis Bernkastel-Wittlich,30.1,7.300000000000001,Rheinland-Pfalz,RP
7232,200907232,2009,Eifelkreis Bitburg-Prüm,26.6,6.7,Rheinland-Pfalz,RP
7232,201307232,2013,Eifelkreis Bitburg-Prüm,34.800000000000004,3.9000000000000004,Rheinland-Pfalz,RP
7232,201707232,2017,Eifelkreis Bitburg-Prüm,36.6,5.800000000000001,Rheinland-Pfalz,RP
7233,200907233,2009,Landkreis Vulkaneifel,26.700000000000003,4.5,Rheinland-Pfalz,RP
7233,201307233,2013,Landkreis Vulkaneifel,31.1,5.0,Rheinland-Pfalz,RP
7233,201707233,2017,Landkreis Vulkaneifel,37.6,5.800000000000001,Rheinland-Pfalz,RP
7235,200907235,2009,Landkreis Trier-Saarburg,18.900000000000002,7.5,Rheinland-Pfalz,RP
7235,201307235,2013,Landkreis Trier-Saarburg,25.900000000000002,7.4,Rheinland-Pfalz,RP
7235,201707235,2017,Landkreis Trier-Saarburg,26.8,9.9,Rheinland-Pfalz,RP
7311,200907311,2009,Frankenthal (Pfalz),32.4,8.200000000000001,Rheinland-Pfalz,RP
7311,201307311,2013,Frankenthal (Pfalz),37.6,8.8,Rheinland-Pfalz,RP
7311,201707311,2017,Frankenthal (Pfalz),40.400000000000006,7.5,Rheinland-Pfalz,RP
7312,200907312,2009,Kaiserslautern,43.400000000000006,4.9,Rheinland-Pfalz,RP
7312,201307312,2013,Kaiserslautern,46.0,5.0,Rheinland-Pfalz,RP
7312,201707312,2017,Kaiserslautern,45.7,7.300000000000001,Rheinland-Pfalz,RP
7313,200907313,2009,Landau in der Pfalz,43.300000000000004,7.2,Rheinland-Pfalz,RP
7313,201307313,2013,Landau in der Pfalz,43.900000000000006,5.6000000000000005,Rheinland-Pfalz,RP
7313,201707313,2017,Landau in der Pfalz,49.1,7.4,Rheinland-Pfalz,RP
7314,200907314,2009,Ludwigshafen am Rhein,28.900000000000002,9.4,Rheinland-Pfalz,RP
7314,201307314,2013,Ludwigshafen am Rhein,35.9,9.0,Rheinland-Pfalz,RP
7314,201707314,2017,Ludwigshafen am Rhein,35.6,14.200000000000001,Rheinland-Pfalz,RP
7315,200907315,2009,Mainz,45.7,3.6,Rheinland-Pfalz,RP
7315,201307315,2013,Mainz,49.5,1.8,Rheinland-Pfalz,RP
7315,201707315,2017,Mainz,52.2,2.6,Rheinland-Pfalz,RP
7316,200907316,2009,Neustadt an der Weinstrasse,44.900000000000006,5.9,Rheinland-Pfalz,RP
7316,201307316,2013,Neustadt an der Weinstrasse,53.0,7.0,Rheinland-Pfalz,RP
7316,201707316,2017,Neustadt an der Weinstrasse,55.300000000000004,4.0,Rheinland-Pfalz,RP
7317,200907317,2009,Pirmasens,37.2,7.7,Rheinland-Pfalz,RP
7317,201307317,2013,Pirmasens,40.400000000000006,6.7,Rheinland-Pfalz,RP
7317,201707317,2017,Pirmasens,39.5,6.7,Rheinland-Pfalz,RP
7318,200907318,2009,Speyer,50.5,4.6000000000000005,Rheinland-Pfalz,RP
7318,201307318,2013,Speyer,51.300000000000004,2.5,Rheinland-Pfalz,RP
7318,201707318,2017,Speyer,54.5,3.0,Rheinland-Pfalz,RP
7319,200907319,2009,Worms,33.1,6.6000000000000005,Rheinland-Pfalz,RP
7319,201307319,2013,Worms,36.2,4.1000000000000005,Rheinland-Pfalz,RP
7319,201707319,2017,Worms,38.400000000000006,5.7,Rheinland-Pfalz,RP
7320,200907320,2009,Zweibrücken,40.5,8.4,Rheinland-Pfalz,RP
7320,201307320,2013,Zweibrücken,43.1,5.1000000000000005,Rheinland-Pfalz,RP
7320,201707320,2017,Zweibrücken,44.0,8.3,Rheinland-Pfalz,RP
7331,200907331,2009,Landkreis Alzey-Worms,23.700000000000003,5.1000000000000005,Rheinland-Pfalz,RP
7331,201307331,2013,Landkreis Alzey-Worms,31.0,4.4,Rheinland-Pfalz,RP
7331,201707331,2017,Landkreis Alzey-Worms,33.6,4.6000000000000005,Rheinland-Pfalz,RP
7332,200907332,2009,Landkreis Bad Dürkheim,25.5,6.7,Rheinland-Pfalz,RP
