,YearSchluessel,Year,Stadt-/Landkreis,Mindestsicherungsquote in %,LAND_NAME,LAND_ABK
9571,201709571,2017,Landkreis Ansbach (Land),3.1,Bayern,BY
9572,201309572,2013,Landkreis Erlangen-Höchstadt,2.1,Bayern,BY
9572,201709572,2017,Landkreis Erlangen-Höchstadt,2.9000000000000004,Bayern,BY
9573,201309573,2013,Landkreis Fürth (Land),3.6,Bayern,BY
9573,201709573,2017,Landkreis Fürth (Land),2.7,Bayern,BY
9574,201309574,2013,Landkreis Nürnberger Land,2.9000000000000004,Bayern,BY
9574,201709574,2017,Landkreis Nürnberger Land,3.9000000000000004,Bayern,BY
9575,201309575,2013,Landkreis Neustadt an der Aisch-Bad Windsheim,3.1,Bayern,BY
9575,201709575,2017,Landkreis Neustadt an der Aisch-Bad Windsheim,4.0,Bayern,BY
9576,201309576,2013,Landkreis Roth,2.9000000000000004,Bayern,BY
9576,201709576,2017,Landkreis Roth,3.4000000000000004,Bayern,BY
9577,201309577,2013,Landkreis Weißenburg-Gunzenhausen,3.9000000000000004,Bayern,BY
9577,201709577,2017,Landkreis Weißenburg-Gunzenhausen,4.7,Bayern,BY
9661,201309661,2013,Aschaffenburg,9.200000000000001,Bayern,BY
9661,201709661,2017,Aschaffenburg,10.3,Bayern,BY
9662,201309662,2013,Schweinfurt,11.3,Bayern,BY
9662,201709662,2017,Schweinfurt,13.200000000000001,Bayern,BY
9663,201309663,2013,Würzburg,7.300000000000001,Bayern,BY
9663,201709663,2017,Würzburg,7.800000000000001,Bayern,BY
9671,201309671,2013,Landkreis Aschaffenburg (Land),3.0,Bayern,BY
9671,201709671,2017,Landkreis Aschaffenburg (Land),4.0,Bayern,BY
9672,201309672,2013,Landkreis Bad Kissingen,4.0,Bayern,BY
9672,201709672,2017,Landkreis Bad Kissingen,4.4,Bayern,BY
9673,201309673,2013,Landkreis Rhön-Grabfeld,3.0,Bayern,BY
9673,201709673,2017,Landkreis Rhön-Grabfeld,3.7,Bayern,BY
9674,201309674,2013,Landkreis Haßberge,3.2,Bayern,BY
9674,201709674,2017,Landkreis Haßberge,3.6,Bayern,BY
9675,201309675,2013,Landkreis Kitzingen,3.4000000000000004,Bayern,BY
9675,201709675,2017,Landkreis Kitzingen,3.7,Bayern,BY
9676,201309676,2013,Landkreis Miltenberg,3.6,Bayern,BY
9676,201709676,2017,Landkreis Miltenberg,4.0,Bayern,BY
9677,201309677,2013,Landkreis Main-Spessart,2.5,Bayern,BY
9677,201709677,2017,Landkreis Main-Spessart,3.2,Bayern,BY
9678,201309678,2013,Landkreis Schweinfurt (Land),2.4000000000000004,Bayern,BY
9678,201709678,2017,Landkreis Schweinfurt (Land),3.1,Bayern,BY
9679,201309679,2013,Landkreis Würzburg (Land),2.5,Bayern,BY
9679,201709679,2017,Landkreis Würzburg (Land),3.1,Bayern,BY
9761,201309761,2013,Augsburg,7.9,Bayern,BY
9761,201709761,2017,Augsburg,7.800000000000001,Bayern,BY
9762,201309762,2013,Kaufbeuren,6.800000000000001,Bayern,BY
9762,201709762,2017,Kaufbeuren,7.4,Bayern,BY
9763,201309763,2013,Kempten (Allgäu),6.0,Bayern,BY
9763,201709763,2017,Kempten (Allgäu),6.6000000000000005,Bayern,BY
9764,201309764,2013,Memmingen,4.3,Bayern,BY
9764,201709764,2017,Memmingen,4.9,Bayern,BY
9771,201309771,2013,Landkreis Aichach-Friedberg,2.1,Bayern,BY
9771,201709771,2017,Landkreis Aichach-Friedberg,2.7,Bayern,BY
9772,201309772,2013,Landkreis Augsburg Land,2.7,Bayern,BY
9772,201709772,2017,Landkreis Augsburg Land,3.4000000000000004,Bayern,BY
9773,201309773,2013,Landkreis Dillingen an der Donau,3.2,Bayern,BY
9773,201709773,2017,Landkreis Dillingen an der Donau,4.2,Bayern,BY
9774,201309774,2013,Landkreis Günzburg,3.3000000000000003,Bayern,BY
9774,201709774,2017,Landkreis Günzburg,3.6,Bayern,BY
9775,201309775,2013,Landkreis Neu-Ulm,3.8000000000000003,Bayern,BY
9775,201709775,2017,Landkreis Neu-Ulm,4.0,Bayern,BY
9776,201309776,2013,Landkreis Lindau (Bodensee),3.2,Bayern,BY
9776,201709776,2017,Landkreis Lindau (Bodensee),3.9000000000000004,Bayern,BY
9777,201309777,2013,Landkreis Ostallgäu,2.0,Bayern,BY
9777,201709777,2017,Landkreis Ostallgäu,2.9000000000000004,Bayern,BY
9778,201309778,2013,Landkreis Unterallgäu,1.7000000000000002,Bayern,BY
9778,201709778,2017,Landkreis Unterallgäu,2.5,Bayern,BY
9779,201309779,2013,Landkreis Donau-Ries,2.2,Bayern,BY
9779,201709779,2017,Landkreis Donau-Ries,3.0,Bayern,BY
9780,201309780,2013,Landkreis Oberallgäu,2.5,Bayern,BY
9780,201709780,2017,Landkreis Oberallgäu,2.9000000000000004,Bayern,BY
10041,201310041,2013,Regionalverband Saarbrücken,13.3,Saarland,SL
10041,201710041,2017,Regionalverband Saarbrücken,15.5,Saarland,SL
10042,201310042,2013,Landkreis Merzig-Wadern,5.300000000000001,Saarland,SL
10042,201710042,2017,Landkreis Merzig-Wadern,6.7,Saarland,SL
10043,201310043,2013,Landkreis Neunkirchen,9.3,Saarland,SL
10043,201710043,2017,Landkreis Neunkirchen,11.4,Saarland,SL
10044,201310044,2013,Landkreis Saarlouis,7.6000000000000005,Saarland,SL
10044,201710044,2017,Landkreis Saarlouis,8.200000000000001,Saarland,SL
10045,201310045,2013,Saarpfalz-Kreis,6.300000000000001,Saarland,SL
10045,201710045,2017,Saarpfalz-Kreis,7.800000000000001,Saarland,SL
10046,201310046,2013,Landkreis St. Wendel,5.0,Saarland,SL
10046,201710046,2017,Landkreis St. Wendel,5.7,Saarland,SL
12051,201312051,2013,Brandenburg an der Havel,16.3,Brandenburg,BB
12051,201712051,2017,Brandenburg an der Havel,14.9,Brandenburg,BB
12052,201312052,2013,Cottbus,14.4,Brandenburg,BB
12052,201712052,2017,Cottbus,14.700000000000001,Brandenburg,BB
12053,201312053,2013,Frankfurt (Oder),16.900000000000002,Brandenburg,BB
12053,201712053,2017,Frankfurt (Oder),15.4,Brandenburg,BB
12054,201312054,2013,Potsdam,9.9,Brandenburg,BB
12054,201712054,2017,Potsdam,9.600000000000001,Brandenburg,BB
12060,201312060,2013,Landkreis Barnim,10.200000000000001,Brandenburg,BB
12060,201712060,2017,Landkreis Barnim,8.6,Brandenburg,BB
12061,201312061,2013,Landkreis Dahme-Spreewald,8.200000000000001,Brandenburg,BB
12061,201712061,2017,Landkreis Dahme-Spreewald,6.7,Brandenburg,BB
12062,201312062,2013,Landkreis Elbe-Elster,11.5,Brandenburg,BB
12062,201712062,2017,Landkreis Elbe-Elster,9.600000000000001,Brandenburg,BB
12063,201312063,2013,Landkreis Havelland,9.8,Brandenburg,BB
12063,201712063,2017,Landkreis Havelland,8.0,Brandenburg,BB
12064,201312064,2013,Landkreis Märkisch-Oderland,10.8,Brandenburg,BB
12064,201712064,2017,Landkreis Märkisch-Oderland,8.3,Brandenburg,BB
12065,201312065,2013,Landkreis Oberhavel,9.4,Brandenburg,BB
12065,201712065,2017,Landkreis Oberhavel,7.7,Brandenburg,BB
12066,201312066,2013,Landkreis Oberspreewald-Lausitz,13.3,Brandenburg,BB
12066,201712066,2017,Landkreis Oberspreewald-Lausitz,11.5,Brandenburg,BB
12067,201312067,2013,Landkreis Oder-Spree,11.9,Brandenburg,BB
12067,201712067,2017,Landkreis Oder-Spree,10.3,Brandenburg,BB
12068,201312068,2013,Landkreis Ostprignitz-Ruppin,13.9,Brandenburg,BB
12068,201712068,2017,Landkreis Ostprignitz-Ruppin,11.100000000000001,Brandenburg,BB
12069,201312069,2013,Landkreis Potsdam-Mittelmark,6.1000000000000005,Brandenburg,BB
12069,201712069,2017,Landkreis Potsdam-Mittelmark,5.0,Brandenburg,BB
12070,201312070,2013,Landkreis Prignitz,14.100000000000001,Brandenburg,BB
12070,201712070,2017,Landkreis Prignitz,12.3,Brandenburg,BB
12071,201312071,2013,Landkreis Spree-Neiße,11.4,Brandenburg,BB
12071,201712071,2017,Landkreis Spree-Neiße,9.4,Brandenburg,BB
12072,201312072,2013,Landkreis Teltow-Fläming,8.8,Brandenburg,BB
12072,201712072,2017,Landkreis Teltow-Fläming,7.6000000000000005,Brandenburg,BB
12073,201312073,2013,Landkreis Uckermark,16.8,Brandenburg,BB
12073,201712073,2017,Landkreis Uckermark,14.9,Brandenburg,BB
13001,201313001,2013,Greifswald,,Mecklenburg-Vorpommern,MV
13001,201713001,2017,Greifswald,,Mecklenburg-Vorpommern,MV
13002,201313002,2013,Neubrandenburg,,Mecklenburg-Vorpommern,MV
13002,201713002,2017,Neubrandenburg,,Mecklenburg-Vorpommern,MV
13003,201313003,2013,Rostock,14.8,Mecklenburg-Vorpommern,MV
13003,201713003,2017,Rostock,13.100000000000001,Mecklenburg-Vorpommern,MV
13004,201313004,2013,Schwerin,16.6,Mecklenburg-Vorpommern,MV
13004,201713004,2017,Schwerin,15.600000000000001,Mecklenburg-Vorpommern,MV
13005,201313005,2013,Stralsund,,Mecklenburg-Vorpommern,MV
13005,201713005,2017,Stralsund,,Mecklenburg-Vorpommern,MV
13006,201313006,2013,Wismar,,Mecklenburg-Vorpommern,MV
13006,201713006,2017,Wismar,,Mecklenburg-Vorpommern,MV
13051,201313051,2013,Landkreis Bad Doberan,,Mecklenburg-Vorpommern,MV
13051,201713051,2017,Landkreis Bad Doberan,,Mecklenburg-Vorpommern,MV
13052,201313052,2013,Landkreis Demmin,,Mecklenburg-Vorpommern,MV
13052,201713052,2017,Landkreis Demmin,,Mecklenburg-Vorpommern,MV
13053,201313053,2013,Landkreis Güstrow,,Mecklenburg-Vorpommern,MV
13053,201713053,2017,Landkreis Güstrow,,Mecklenburg-Vorpommern,MV
13054,201313054,2013,Landkreis Ludwigslust,,Mecklenburg-Vorpommern,MV
13054,201713054,2017,Landkreis Ludwigslust,,Mecklenburg-Vorpommern,MV
13055,201313055,2013,Landkreis Mecklenburg-Strelitz,,Mecklenburg-Vorpommern,MV
13055,201713055,2017,Landkreis Mecklenburg-Strelitz,,Mecklenburg-Vorpommern,MV
13056,201313056,2013,Landkreis Müritz,,Mecklenburg-Vorpommern,MV
13056,201713056,2017,Landkreis Müritz,,Mecklenburg-Vorpommern,MV
13057,201313057,2013,Landkreis Nordvorpommern,,Mecklenburg-Vorpommern,MV
13057,201713057,2017,Landkreis Nordvorpommern,,Mecklenburg-Vorpommern,MV
13058,201313058,2013,Landkreis Nordwestmecklenburg,,Mecklenburg-Vorpommern,MV
13058,201713058,2017,Landkreis Nordwestmecklenburg,,Mecklenburg-Vorpommern,MV
13059,201313059,2013,Landkreis Ostvorpommern,,Mecklenburg-Vorpommern,MV
13059,201713059,2017,Landkreis Ostvorpommern,,Mecklenburg-Vorpommern,MV
13060,201313060,2013,Landkreis Parchim,,Mecklenburg-Vorpommern,MV
13060,201713060,2017,Landkreis Parchim,,Mecklenburg-Vorpommern,MV
13061,201313061,2013,Landkreis Rügen,,Mecklenburg-Vorpommern,MV
13061,201713061,2017,Landkreis Rügen,,Mecklenburg-Vorpommern,MV
13062,201313062,2013,Landkreis Uecker-Randow,,Mecklenburg-Vorpommern,MV
13062,201713062,2017,Landkreis Uecker-Randow,,Mecklenburg-Vorpommern,MV
13071,201313071,2013,Landkreis Mecklenburgische Seenplatte,14.600000000000001,Mecklenburg-Vorpommern,MV
13071,201713071,2017,Landkreis Mecklenburgische Seenplatte,12.4,Mecklenburg-Vorpommern,MV
13072,201313072,2013,Landkreis Rostock,10.600000000000001,Mecklenburg-Vorpommern,MV
13072,201713072,2017,Landkreis Rostock,8.6,Mecklenburg-Vorpommern,MV
13073,201313073,2013,Landkreis Vorpommern-Rügen,13.600000000000001,Mecklenburg-Vorpommern,MV
13073,201713073,2017,Landkreis Vorpommern-Rügen,11.100000000000001,Mecklenburg-Vorpommern,MV
13074,201313074,2013,Landkreis Nordwestmecklenburg,10.700000000000001,Mecklenburg-Vorpommern,MV
13074,201713074,2017,Landkreis Nordwestmecklenburg,8.9,Mecklenburg-Vorpommern,MV
13075,201313075,2013,Landkreis Vorpommern-Greifswald,15.0,Mecklenburg-Vorpommern,MV
13075,201713075,2017,Landkreis Vorpommern-Greifswald,11.9,Mecklenburg-Vorpommern,MV
13076,201313076,2013,Landkreis Ludwigslust-Parchim,10.4,Mecklenburg-Vorpommern,MV
13076,201713076,2017,Landkreis Ludwigslust-Parchim,8.8,Mecklenburg-Vorpommern,MV
14511,201314511,2013,Chemnitz,11.9,Sachsen,SN
14511,201714511,2017,Chemnitz,11.0,Sachsen,SN
14521,201314521,2013,Erzgebirgskreis,8.700000000000001,Sachsen,SN
14521,201714521,2017,Erzgebirgskreis,6.2,Sachsen,SN
14522,201314522,2013,Landkreis Mittelsachsen,8.6,Sachsen,SN
14522,201714522,2017,Landkreis Mittelsachsen,6.6000000000000005,Sachsen,SN
14523,201314523,2013,Vogtlandkreis,8.6,Sachsen,SN
14523,201714523,2017,Vogtlandkreis,7.300000000000001,Sachsen,SN
14524,201314524,2013,Kreis Zwickau,9.0,Sachsen,SN
14524,201714524,2017,Kreis Zwickau,7.4,Sachsen,SN
14612,201314612,2013,Dresden,10.200000000000001,Sachsen,SN
14612,201714612,2017,Dresden,9.4,Sachsen,SN
14625,201314625,2013,Landkreis Bautzen,9.600000000000001,Sachsen,SN
14625,201714625,2017,Landkreis Bautzen,7.2,Sachsen,SN
14626,201314626,2013,Landkreis Görlitz,12.700000000000001,Sachsen,SN
14626,201714626,2017,Landkreis Görlitz,10.4,Sachsen,SN
14627,201314627,2013,Landkreis Meissen,9.700000000000001,Sachsen,SN
14627,201714627,2017,Landkreis Meissen,7.6000000000000005,Sachsen,SN
14628,201314628,2013,Landkreis Sächsische Schweiz-Osterzgebirge,9.1,Sachsen,SN
14628,201714628,2017,Landkreis Sächsische Schweiz-Osterzgebirge,7.0,Sachsen,SN
14713,201314713,2013,Leipzig,14.3,Sachsen,SN
14713,201714713,2017,Leipzig,12.600000000000001,Sachsen,SN
14729,201314729,2013,Landkreis Leipzig,10.0,Sachsen,SN
14729,201714729,2017,Landkreis Leipzig,7.800000000000001,Sachsen,SN
14730,201314730,2013,Landkreis Nordsachsen,11.3,Sachsen,SN
14730,201714730,2017,Landkreis Nordsachsen,9.3,Sachsen,SN
15001,201315001,2013,Dessau-Rosslau,13.600000000000001,Sachsen-Anhalt,ST
15001,201715001,2017,Dessau-Rosslau,12.200000000000001,Sachsen-Anhalt,ST
15002,201315002,2013,Halle (Saale),16.400000000000002,Sachsen-Anhalt,ST
15002,201715002,2017,Halle (Saale),16.6,Sachsen-Anhalt,ST
15003,201315003,2013,Magdeburg,14.9,Sachsen-Anhalt,ST
15003,201715003,2017,Magdeburg,14.5,Sachsen-Anhalt,ST
15081,201315081,2013,Altmarkkreis Salzwedel,10.9,Sachsen-Anhalt,ST
15081,201715081,2017,Altmarkkreis Salzwedel,9.8,Sachsen-Anhalt,ST
15082,201315082,2013,Landkreis Anhalt-Bitterfeld,13.700000000000001,Sachsen-Anhalt,ST
15082,201715082,2017,Landkreis Anhalt-Bitterfeld,11.4,Sachsen-Anhalt,ST
15083,201315083,2013,Landkreis Börde,9.700000000000001,Sachsen-Anhalt,ST
15083,201715083,2017,Landkreis Börde,7.9,Sachsen-Anhalt,ST
15084,201315084,2013,Burgenlandkreis,13.4,Sachsen-Anhalt,ST
15084,201715084,2017,Burgenlandkreis,11.100000000000001,Sachsen-Anhalt,ST
15085,201315085,2013,Landkreis Harz,11.8,Sachsen-Anhalt,ST
15085,201715085,2017,Landkreis Harz,9.4,Sachsen-Anhalt,ST
15086,201315086,2013,Landkreis Jerichower Land,11.3,Sachsen-Anhalt,ST
15086,201715086,2017,Landkreis Jerichower Land,9.200000000000001,Sachsen-Anhalt,ST
15087,201315087,2013,Landkreis Mansfeld-Südharz,14.4,Sachsen-Anhalt,ST
15087,201715087,2017,Landkreis Mansfeld-Südharz,12.700000000000001,Sachsen-Anhalt,ST
15088,201315088,2013,Saalekreis,12.100000000000001,Sachsen-Anhalt,ST
15088,201715088,2017,Saalekreis,10.0,Sachsen-Anhalt,ST
15089,201315089,2013,Salzlandkreis,15.100000000000001,Sachsen-Anhalt,ST
15089,201715089,2017,Salzlandkreis,12.4,Sachsen-Anhalt,ST
15090,201315090,2013,Landkreis Stendal,15.4,Sachsen-Anhalt,ST
15090,201715090,2017,Landkreis Stendal,13.200000000000001,Sachsen-Anhalt,ST
15091,201315091,2013,Landkreis Wittenberg,11.8,Sachsen-Anhalt,ST
15091,201715091,2017,Landkreis Wittenberg,10.0,Sachsen-Anhalt,ST
16051,201316051,2013,Erfurt,12.700000000000001,Thüringen,TH
16051,201716051,2017,Erfurt,11.200000000000001,Thüringen,TH
16052,201316052,2013,Gera,13.5,Thüringen,TH
16052,201716052,2017,Gera,13.9,Thüringen,TH
16053,201316053,2013,Jena,7.7,Thüringen,TH
16053,201716053,2017,Jena,7.9,Thüringen,TH
16054,201316054,2013,Suhl,8.6,Thüringen,TH
16054,201716054,2017,Suhl,7.2,Thüringen,TH
16055,201316055,2013,Weimar,11.0,Thüringen,TH
16055,201716055,2017,Weimar,10.100000000000001,Thüringen,TH
16056,201316056,2013,Eisenach,11.600000000000001,Thüringen,TH
16056,201716056,2017,Eisenach,11.0,Thüringen,TH
16061,201316061,2013,Landkreis Eichsfeld,5.7,Thüringen,TH
16061,201716061,2017,Landkreis Eichsfeld,5.2,Thüringen,TH
16062,201316062,2013,Landkreis Nordhausen,11.3,Thüringen,TH
16062,201716062,2017,Landkreis Nordhausen,10.100000000000001,Thüringen,TH
16063,201316063,2013,Landkreis Wartburgkreis,5.4,Thüringen,TH
16063,201716063,2017,Landkreis Wartburgkreis,4.9,Thüringen,TH
16064,201316064,2013,Landkreis Unstrut-Hainich-Kreis,10.8,Thüringen,TH
16064,201716064,2017,Landkreis Unstrut-Hainich-Kreis,9.8,Thüringen,TH
16065,201316065,2013,Landkreis Kyffhäuserkreis,11.9,Thüringen,TH
16065,201716065,2017,Landkreis Kyffhäuserkreis,10.8,Thüringen,TH
16066,201316066,2013,Landkreis Schmalkalden-Meiningen,6.0,Thüringen,TH
16066,201716066,2017,Landkreis Schmalkalden-Meiningen,5.0,Thüringen,TH
16067,201316067,2013,Landkreis Gotha,8.700000000000001,Thüringen,TH
16067,201716067,2017,Landkreis Gotha,7.5,Thüringen,TH
16068,201316068,2013,Landkreis Sömmerda,8.9,Thüringen,TH
16068,201716068,2017,Landkreis Sömmerda,7.2,Thüringen,TH
16069,201316069,2013,Landkreis Hildburghausen,5.1000000000000005,Thüringen,TH
16069,201716069,2017,Landkreis Hildburghausen,4.7,Thüringen,TH
16070,201316070,2013,Landkreis Ilm-Kreis,9.1,Thüringen,TH
16070,201716070,2017,Landkreis Ilm-Kreis,8.200000000000001,Thüringen,TH
16071,201316071,2013,Landkreis Weimarer Land,8.1,Thüringen,TH
16071,201716071,2017,Landkreis Weimarer Land,6.9,Thüringen,TH
16072,201316072,2013,Landkreis Sonneberg,5.6000000000000005,Thüringen,TH
16072,201716072,2017,Landkreis Sonneberg,5.2,Thüringen,TH
16073,201316073,2013,Landkreis Saalfeld-Rudolstadt,8.5,Thüringen,TH
16073,201716073,2017,Landkreis Saalfeld-Rudolstadt,7.4,Thüringen,TH
16074,201316074,2013,Landkreis Saale-Holzland-Kreis,7.5,Thüringen,TH
16074,201716074,2017,Landkreis Saale-Holzland-Kreis,5.4,Thüringen,TH
16075,201316075,2013,Landkreis Saale-Orla-Kreis,7.300000000000001,Thüringen,TH
16075,201716075,2017,Landkreis Saale-Orla-Kreis,6.4,Thüringen,TH
16076,201316076,2013,Landkreis Greiz,7.9,Thüringen,TH
16076,201716076,2017,Landkreis Greiz,6.4,Thüringen,TH
16077,201316077,2013,Landkreis Altenburger Land,11.600000000000001,Thüringen,TH
16077,201716077,2017,Landkreis Altenburger Land,10.3,Thüringen,TH
3241001,201303241001,2013,Landeshauptstadt Hannover,15.9,Niedersachsen,NI
3241001,201703241001,2017,Landeshauptstadt Hannover,15.8,Niedersachsen,NI
10041100,201310041100,2013,Landeshauptstadt Saarbrücken,16.7,Saarland,SL
10041100,201710041100,2017,Landeshauptstadt Saarbrücken,19.1,Saarland,SL
11001001,201311001001,2013,Berlin-Mitte,,Berlin,BE
11001001,201711001001,2017,Berlin-Mitte,,Berlin,BE
11002002,201311002002,2013,Berlin-Friedrichshain-Kreuzberg,,Berlin,BE
11002002,201711002002,2017,Berlin-Friedrichshain-Kreuzberg,,Berlin,BE
11003003,201311003003,2013,Berlin-Pankow,,Berlin,BE
11003003,201711003003,2017,Berlin-Pankow,,Berlin,BE
11004004,201311004004,2013,Berlin-Charlottenburg-Wilmersdorf,,Berlin,BE
11004004,201711004004,2017,Berlin-Charlottenburg-Wilmersdorf,,Berlin,BE
11005005,201311005005,2013,Berlin-Spandau,,Berlin,BE
11005005,201711005005,2017,Berlin-Spandau,,Berlin,BE
11006006,201311006006,2013,Berlin-Steglitz-Zehlendorf,,Berlin,BE
11006006,201711006006,2017,Berlin-Steglitz-Zehlendorf,,Berlin,BE
11007007,201311007007,2013,Berlin-Tempelhof-Schöneberg,,Berlin,BE
11007007,201711007007,2017,Berlin-Tempelhof-Schöneberg,,Berlin,BE
11008008,201311008008,2013,Berlin-Neukölln,,Berlin,BE
11008008,201711008008,2017,Berlin-Neukölln,,Berlin,BE
11009009,201311009009,2013,Berlin-Treptow-Köpenick,,Berlin,BE
11009009,201711009009,2017,Berlin-Treptow-Köpenick,,Berlin,BE
11010010,201311010010,2013,Berlin-Marzahn-Hellersdorf,,Berlin,BE
11010010,201711010010,2017,Berlin-Marzahn-Hellersdorf,,Berlin,BE
11011011,201311011011,2013,Berlin-Lichtenberg,,Berlin,BE
11011011,201711011011,2017,Berlin-Lichtenberg,,Berlin,BE
11012012,201311012012,2013,Berlin-Reinickendorf,,Berlin,BE
11012012,201711012012,2017,Berlin-Reinickendorf,,Berlin,BE
