Schluessel,YearSchluessel,Year,Stadt-/Landkreis,Durchschnittsalter Gesamtbevölkerung,Durchschnittsalter weibliche Bevölkerung,Durchschnittsalter männliche Bevölkerung,Anteil Personen mit MHG an der Gesamtbevölkerung in %,Anteil Personen mit MHG 0 bis 19 Jahre in %,Anteil Personen mit MHG 20 bis 59 Jahre in %,Anteil Personen mit MHG 60 Jahre und älter in %,LAND_NAME,LAND_ABK
1001,201101001,2011,Flensburg,42.7,44.6,40.800000000000004,16.0,20.8,18.3,7.9,Schleswig-Holstein,SH
1002,201101002,2011,Kiel,41.300000000000004,42.5,40.0,18.900000000000002,30.200000000000003,19.900000000000002,8.4,Schleswig-Holstein,SH
1003,201101003,2011,Lübeck,44.2,45.800000000000004,42.5,16.8,23.3,18.5,9.8,Schleswig-Holstein,SH
1004,201101004,2011,Neumünster,43.5,45.0,41.900000000000006,16.900000000000002,26.3,18.400000000000002,7.7,Schleswig-Holstein,SH
1051,201101051,2011,Kreis Dithmarschen,44.1,45.400000000000006,42.800000000000004,7.0,9.600000000000001,8.200000000000001,3.1,Schleswig-Holstein,SH
1053,201101053,2011,Kreis Herzogtum Lauenburg,43.6,44.800000000000004,42.300000000000004,12.600000000000001,16.8,14.100000000000001,6.800000000000001,Schleswig-Holstein,SH
1054,201101054,2011,Kreis Nordfriesland,43.800000000000004,45.1,42.300000000000004,8.5,11.700000000000001,10.100000000000001,3.3000000000000003,Schleswig-Holstein,SH
1055,201101055,2011,Kreis Ostholstein,46.1,47.400000000000006,44.7,8.0,10.8,9.4,4.2,Schleswig-Holstein,SH
1056,201101056,2011,Kreis Pinneberg,43.6,44.800000000000004,42.300000000000004,15.0,20.700000000000003,16.900000000000002,7.2,Schleswig-Holstein,SH
1057,201101057,2011,Kreis Plön,45.0,46.2,43.7,6.9,9.8,7.7,3.7,Schleswig-Holstein,SH
1058,201101058,2011,Kreis Rendsburg-Eckernförde,43.5,44.7,42.300000000000004,8.5,11.4,9.600000000000001,4.2,Schleswig-Holstein,SH
1059,201101059,2011,Kreis Schleswig,43.5,44.6,42.300000000000004,7.5,9.3,8.700000000000001,4.0,Schleswig-Holstein,SH
1060,201101060,2011,Kreis Segeberg,43.0,44.1,41.900000000000006,13.5,17.2,15.4,6.9,Schleswig-Holstein,SH
1061,201101061,2011,Kreis Steinburg,43.6,44.800000000000004,42.400000000000006,9.600000000000001,14.100000000000001,10.3,5.1000000000000005,Schleswig-Holstein,SH
1062,201101062,2011,Kreis Stormarn,43.900000000000006,44.900000000000006,42.7,12.8,17.1,14.700000000000001,6.1000000000000005,Schleswig-Holstein,SH
2000,201102,2011,Hamburg,41.900000000000006,43.2,40.6,28.3,39.800000000000004,30.700000000000003,14.3,Hamburg,HH
3101,201103101,2011,Braunschweig,43.0,44.7,41.2,21.400000000000002,30.200000000000003,24.1,10.0,Niedersachsen,NI
3102,201103102,2011,Salzgitter,44.6,46.300000000000004,42.900000000000006,28.200000000000003,41.2,30.5,16.2,Niedersachsen,NI
3103,201103103,2011,Wolfsburg,44.2,45.400000000000006,42.900000000000006,30.900000000000002,39.900000000000006,34.4,18.900000000000002,Niedersachsen,NI
3151,201103151,2011,Landkreis Gifhorn,41.900000000000006,42.900000000000006,41.0,20.400000000000002,27.700000000000003,21.1,11.9,Niedersachsen,NI
3153,201103153,2011,Landkreis Goslar,46.6,48.6,44.5,12.600000000000001,17.400000000000002,14.600000000000001,7.0,Niedersachsen,NI
3154,201103154,2011,Landkreis Helmstedt,45.1,46.5,43.5,10.200000000000001,13.5,11.700000000000001,5.4,Niedersachsen,NI
3155,201103155,2011,Landkreis Northeim,45.400000000000006,47.0,43.7,12.5,19.700000000000003,13.4,6.6000000000000005,Niedersachsen,NI
3156,201103156,2011,Landkreis Osterode am Harz,47.0,48.7,45.2,11.600000000000001,19.200000000000003,13.200000000000001,5.2,Niedersachsen,NI
3157,201103157,2011,Landkreis Peine,43.300000000000004,44.7,41.800000000000004,13.9,20.5,15.4,5.6000000000000005,Niedersachsen,NI
3158,201103158,2011,Landkreis Wolfenbüttel,44.400000000000006,45.7,43.0,11.8,17.6,13.4,5.0,Niedersachsen,NI
3159,201103159,2011,Landkreis Göttingen,,,,,,,,Niedersachsen,NI
3241,201103241,2011,Hannover,43.2,44.5,41.900000000000006,24.1,34.1,26.200000000000003,12.700000000000001,Niedersachsen,NI
3241001,201103241001,2011,Landeshauptstadt Hannover,42.300000000000004,43.7,40.800000000000004,30.6,45.5,31.8,17.6,Niedersachsen,NI
3251,201103251,2011,Landkreis Diepholz,43.6,44.800000000000004,42.300000000000004,12.9,19.0,14.5,5.2,Niedersachsen,NI
3252,201103252,2011,Landkreis Hameln-Pyrmont,45.400000000000006,47.1,43.6,17.1,25.3,18.8,9.3,Niedersachsen,NI
3254,201103254,2011,Landkreis Hildesheim,44.0,45.300000000000004,42.6,15.3,23.3,16.400000000000002,7.800000000000001,Niedersachsen,NI
3255,201103255,2011,Landkreis Holzminden,45.5,47.0,44.0,14.100000000000001,21.200000000000003,14.9,8.5,Niedersachsen,NI
3256,201103256,2011,Landkreis Nienburg (Weser),43.300000000000004,44.800000000000004,41.800000000000004,16.8,25.200000000000003,18.400000000000002,7.300000000000001,Niedersachsen,NI
3257,201103257,2011,Landkreis Schaumburg,44.800000000000004,46.2,43.300000000000004,14.4,20.0,16.3,7.5,Niedersachsen,NI
3351,201103351,2011,Landkreis Celle,43.7,45.1,42.1,14.700000000000001,21.0,16.1,7.5,Niedersachsen,NI
3352,201103352,2011,Landkreis Cuxhaven,44.7,46.0,43.400000000000006,10.600000000000001,15.3,12.4,4.4,Niedersachsen,NI
3353,201103353,2011,Landkreis Harburg,43.5,44.5,42.400000000000006,11.700000000000001,17.7,12.700000000000001,5.4,Niedersachsen,NI
3354,201103354,2011,Landkreis Lüchow-Dannenberg,46.2,47.800000000000004,44.6,8.9,14.600000000000001,10.4,,Niedersachsen,NI
3355,201103355,2011,Landkreis Lüneburg,41.800000000000004,42.900000000000006,40.7,13.0,17.900000000000002,14.100000000000001,6.0,Niedersachsen,NI
3356,201103356,2011,Landkreis Osterholz,43.800000000000004,45.1,42.5,10.8,16.2,11.9,4.9,Niedersachsen,NI
3357,201103357,2011,Landkreis Rotenburg (Wümme),42.1,43.400000000000006,40.800000000000004,12.200000000000001,17.5,13.100000000000001,5.6000000000000005,Niedersachsen,NI
3358,201103358,2011,Landkreis Heidekreis,43.400000000000006,44.900000000000006,41.900000000000006,13.200000000000001,18.3,14.9,6.0,Niedersachsen,NI
3359,201103359,2011,Landkreis Stade,42.400000000000006,43.7,41.2,13.5,17.5,15.5,6.1000000000000005,Niedersachsen,NI
3360,201103360,2011,Landkreis Uelzen,45.2,46.6,43.6,11.0,15.700000000000001,12.700000000000001,5.2,Niedersachsen,NI
3361,201103361,2011,Landkreis Verden,43.0,44.0,41.900000000000006,17.2,27.6,18.1,7.2,Niedersachsen,NI
3401,201103401,2011,Delmenhorst,43.6,45.0,42.2,25.400000000000002,38.2,26.3,14.700000000000001,Niedersachsen,NI
3402,201103402,2011,Emden,42.5,43.7,41.2,14.5,20.3,15.9,7.300000000000001,Niedersachsen,NI
3403,201103403,2011,Oldenburg,41.800000000000004,42.7,40.800000000000004,17.1,26.400000000000002,18.3,7.300000000000001,Niedersachsen,NI
3404,201103404,2011,Osnabrück,42.300000000000004,43.7,40.800000000000004,24.400000000000002,35.300000000000004,26.3,12.8,Niedersachsen,NI
3405,201103405,2011,Wilhelmshaven,45.400000000000006,47.400000000000006,43.2,16.0,24.200000000000003,19.1,6.6000000000000005,Niedersachsen,NI
3451,201103451,2011,Landkreis Ammerland,43.0,44.2,41.900000000000006,9.8,13.600000000000001,11.0,4.4,Niedersachsen,NI
3452,201103452,2011,Landkreis Aurich,43.0,44.300000000000004,41.6,7.300000000000001,9.700000000000001,8.3,3.4000000000000004,Niedersachsen,NI
3453,201103453,2011,Landkreis Cloppenburg,39.1,40.300000000000004,37.9,25.8,34.6,27.0,11.600000000000001,Niedersachsen,NI
3454,201103454,2011,Landkreis Emsland,40.900000000000006,42.1,39.7,16.7,20.5,18.3,9.0,Niedersachsen,NI
3455,201103455,2011,Landkreis Friesland,44.6,45.900000000000006,43.2,7.1000000000000005,11.700000000000001,7.9,2.6,Niedersachsen,NI
3456,201103456,2011,Landkreis Grafschaft Bentheim,41.800000000000004,42.900000000000006,40.6,21.6,29.0,22.400000000000002,13.0,Niedersachsen,NI
3457,201103457,2011,Landkreis Leer,42.2,43.5,41.0,10.5,13.8,11.700000000000001,5.1000000000000005,Niedersachsen,NI
3458,201103458,2011,Landkreis Oldenburg (Land),42.800000000000004,43.7,41.7,10.4,15.100000000000001,11.5,4.2,Niedersachsen,NI
3459,201103459,2011,Landkreis Osnabrück (Land),41.900000000000006,43.2,40.6,19.400000000000002,26.200000000000003,21.200000000000003,9.4,Niedersachsen,NI
3460,201103460,2011,Landkreis Vechta,39.1,40.2,38.0,20.700000000000003,25.6,22.5,9.3,Niedersachsen,NI
3461,201103461,2011,Landkreis Wesermarsch,43.800000000000004,45.2,42.300000000000004,13.4,20.700000000000003,14.9,5.0,Niedersachsen,NI
3462,201103462,2011,Landkreis Wittmund,43.6,44.6,42.5,6.5,7.4,7.6000000000000005,3.9000000000000004,Niedersachsen,NI
4011,201104011,2011,Bremen,43.2,44.900000000000006,41.5,26.5,39.1,29.0,13.4,Bremen,HB
4012,201104012,2011,Bremerhaven,43.800000000000004,45.400000000000006,42.2,26.200000000000003,42.2,28.700000000000003,11.100000000000001,Bremen,HB
5111,201105111,2011,Düsseldorf,42.900000000000006,44.2,41.6,32.9,45.400000000000006,35.6,18.6,Nordrhein-Westfalen,NW
5112,201105112,2011,Duisburg,43.2,44.7,41.7,31.200000000000003,44.7,34.300000000000004,15.4,Nordrhein-Westfalen,NW
5113,201105113,2011,Essen,44.1,45.5,42.400000000000006,24.5,37.800000000000004,27.400000000000002,10.600000000000001,Nordrhein-Westfalen,NW
5114,201105114,2011,Krefeld,43.7,45.0,42.400000000000006,28.200000000000003,37.2,31.900000000000002,15.0,Nordrhein-Westfalen,NW
5116,201105116,2011,Mönchengladbach,43.300000000000004,44.7,41.7,25.8,36.2,28.1,13.9,Nordrhein-Westfalen,NW
5117,201105117,2011,Mülheim an der Ruhr,45.300000000000004,46.7,43.6,23.6,31.8,28.1,11.100000000000001,Nordrhein-Westfalen,NW
5119,201105119,2011,Oberhausen,43.900000000000006,45.5,42.300000000000004,23.5,35.1,25.3,12.0,Nordrhein-Westfalen,NW
5120,201105120,2011,Remscheid,43.900000000000006,45.2,42.6,29.8,40.2,34.1,14.700000000000001,Nordrhein-Westfalen,NW
5122,201105122,2011,Solingen,43.5,45.0,41.900000000000006,29.0,37.5,31.5,17.6,Nordrhein-Westfalen,NW
5124,201105124,2011,Wuppertal,43.400000000000006,45.1,41.6,31.8,44.6,35.300000000000004,16.1,Nordrhein-Westfalen,NW
5154,201105154,2011,Kreis Kleve,42.5,43.800000000000004,41.300000000000004,18.3,22.5,20.5,10.0,Nordrhein-Westfalen,NW
5158,201105158,2011,Kreis Mettmann,44.6,45.900000000000006,43.300000000000004,24.400000000000002,32.1,27.6,13.8,Nordrhein-Westfalen,NW
5162,201105162,2011,Rhein-Kreis Neuss,43.5,44.7,42.1,23.0,30.1,25.5,12.8,Nordrhein-Westfalen,NW
5166,201105166,2011,Kreis Viersen,43.300000000000004,44.5,42.1,16.8,22.0,18.900000000000002,8.700000000000001,Nordrhein-Westfalen,NW
5170,201105170,2011,Kreis Wesel,44.0,45.2,42.800000000000004,19.0,25.0,20.5,11.8,Nordrhein-Westfalen,NW
5314,201105314,2011,Bonn,41.2,42.5,39.7,31.0,46.5,32.300000000000004,14.9,Nordrhein-Westfalen,NW
5315,201105315,2011,Köln,41.300000000000004,42.400000000000006,40.2,32.300000000000004,42.900000000000006,34.0,19.6,Nordrhein-Westfalen,NW
5316,201105316,2011,Leverkusen,43.7,44.900000000000006,42.400000000000006,32.1,42.300000000000004,34.2,21.200000000000003,Nordrhein-Westfalen,NW
5334,201105334,2011,Aachen,42.2,44.0,40.400000000000006,24.6,32.4,27.0,13.600000000000001,Nordrhein-Westfalen,NW
5354,201105354,2011,Kreis Aachen,,,,,,,,Nordrhein-Westfalen,NW
5358,201105358,2011,Kreis Düren,42.900000000000006,44.2,41.6,19.1,26.200000000000003,21.200000000000003,9.200000000000001,Nordrhein-Westfalen,NW
5362,201105362,2011,Rhein-Erft-Kreis,43.0,44.2,41.800000000000004,22.0,30.1,24.3,11.3,Nordrhein-Westfalen,NW
5366,201105366,2011,Kreis Euskirchen,43.1,44.300000000000004,41.900000000000006,16.1,22.200000000000003,17.7,8.0,Nordrhein-Westfalen,NW
5370,201105370,2011,Kreis Heinsberg,42.6,43.800000000000004,41.300000000000004,20.6,26.6,22.3,12.100000000000001,Nordrhein-Westfalen,NW
5374,201105374,2011,Oberbergischer Kreis,42.6,43.900000000000006,41.2,26.900000000000002,36.5,29.0,14.700000000000001,Nordrhein-Westfalen,NW
5378,201105378,2011,Rheinisch-Bergischer Kreis,44.0,45.1,42.7,19.1,24.400000000000002,21.3,11.3,Nordrhein-Westfalen,NW
5382,201105382,2011,Rhein-Sieg-Kreis,42.6,43.7,41.6,22.1,28.8,24.400000000000002,11.8,Nordrhein-Westfalen,NW
5512,201105512,2011,Bottrop,43.800000000000004,45.5,42.0,23.200000000000003,35.7,23.900000000000002,12.9,Nordrhein-Westfalen,NW
5513,201105513,2011,Gelsenkirchen,43.300000000000004,45.0,41.6,29.400000000000002,45.2,31.200000000000003,14.700000000000001,Nordrhein-Westfalen,NW
5515,201105515,2011,Münster,40.5,41.800000000000004,39.1,20.400000000000002,27.8,22.0,9.9,Nordrhein-Westfalen,NW
5554,201105554,2011,Kreis Borken,40.7,41.900000000000006,39.5,14.700000000000001,18.2,15.8,8.6,Nordrhein-Westfalen,NW
5558,201105558,2011,Kreis Coesfeld,42.0,43.300000000000004,40.6,11.3,15.0,12.3,5.800000000000001,Nordrhein-Westfalen,NW
5562,201105562,2011,Kreis Recklinghausen,44.1,45.6,42.400000000000006,20.1,28.200000000000003,21.8,11.3,Nordrhein-Westfalen,NW
5566,201105566,2011,Kreis Steinfurt,41.6,42.900000000000006,40.2,16.2,21.200000000000003,17.8,7.9,Nordrhein-Westfalen,NW
5570,201105570,2011,Kreis Warendorf,42.300000000000004,43.6,41.0,21.1,26.900000000000002,23.3,11.600000000000001,Nordrhein-Westfalen,NW
5711,201105711,2011,Bielefeld,42.1,43.6,40.400000000000006,32.9,47.400000000000006,35.0,17.2,Nordrhein-Westfalen,NW
5754,201105754,2011,Kreis Gütersloh,41.6,42.900000000000006,40.300000000000004,26.8,34.5,29.5,13.700000000000001,Nordrhein-Westfalen,NW
5758,201105758,2011,Kreis Herford,43.400000000000006,45.1,41.7,26.0,36.7,28.900000000000002,12.5,Nordrhein-Westfalen,NW
5762,201105762,2011,Kreis Höxter,43.1,44.6,41.5,17.5,23.700000000000003,18.900000000000002,9.9,Nordrhein-Westfalen,NW
5766,201105766,2011,Kreis Lippe,43.2,44.7,41.7,26.200000000000003,38.5,28.3,12.700000000000001,Nordrhein-Westfalen,NW
5770,201105770,2011,Kreis Minden-Lübbecke,43.2,44.7,41.5,23.900000000000002,34.800000000000004,26.200000000000003,10.8,Nordrhein-Westfalen,NW
5774,201105774,2011,Kreis Paderborn,40.5,41.800000000000004,39.1,28.3,36.1,29.900000000000002,16.400000000000002,Nordrhein-Westfalen,NW
5911,201105911,2011,Bochum,44.2,45.6,42.6,23.5,35.1,26.3,11.200000000000001,Nordrhein-Westfalen,NW
5913,201105913,2011,Dortmund,43.1,44.7,41.400000000000006,28.900000000000002,39.900000000000006,31.400000000000002,16.1,Nordrhein-Westfalen,NW
5914,201105914,2011,Hagen,44.2,45.6,42.6,32.7,46.5,37.2,15.5,Nordrhein-Westfalen,NW
5915,201105915,2011,Hamm,42.6,44.0,41.1,29.200000000000003,42.400000000000006,30.200000000000003,16.8,Nordrhein-Westfalen,NW
5916,201105916,2011,Herne,44.2,45.900000000000006,42.300000000000004,27.5,41.5,30.5,12.700000000000001,Nordrhein-Westfalen,NW
5954,201105954,2011,Ennepe-Ruhr-Kreis,44.900000000000006,46.400000000000006,43.300000000000004,19.6,26.6,22.3,10.600000000000001,Nordrhein-Westfalen,NW
5958,201105958,2011,Hochsauerlandkreis,43.2,44.7,41.6,17.400000000000002,24.3,18.900000000000002,8.9,Nordrhein-Westfalen,NW
5962,201105962,2011,Märkischer Kreis,43.1,44.6,41.6,28.0,37.0,31.1,15.0,Nordrhein-Westfalen,NW
5966,201105966,2011,Kreis Olpe,42.0,43.300000000000004,40.7,17.7,23.8,19.8,7.7,Nordrhein-Westfalen,NW
5970,201105970,2011,Kreis Siegen-Wittgenstein,43.1,44.5,41.7,20.200000000000003,28.5,22.6,9.4,Nordrhein-Westfalen,NW
5974,201105974,2011,Kreis Soest,42.800000000000004,44.2,41.400000000000006,20.400000000000002,26.400000000000002,22.900000000000002,10.3,Nordrhein-Westfalen,NW
5978,201105978,2011,Kreis Unna,43.900000000000006,45.300000000000004,42.300000000000004,23.3,32.1,25.5,12.600000000000001,Nordrhein-Westfalen,NW
6411,201106411,2011,Darmstadt,41.2,43.2,39.2,32.9,43.7,35.6,17.900000000000002,Hessen,HE
6412,201106412,2011,Frankfurt (Main),40.800000000000004,41.7,39.800000000000004,44.2,57.1,47.300000000000004,25.1,Hessen,HE
6413,201106413,2011,Offenbach am Main,41.1,42.2,40.0,49.7,60.400000000000006,54.400000000000006,29.6,Hessen,HE
6414,201106414,2011,Wiesbaden,42.300000000000004,43.5,41.0,33.800000000000004,44.900000000000006,37.0,18.7,Hessen,HE
6431,201106431,2011,Landkreis Bergstrasse,43.800000000000004,45.1,42.5,18.2,25.3,20.1,9.600000000000001,Hessen,HE
6432,201106432,2011,Landkreis Darmstadt-Dieburg,42.7,43.800000000000004,41.7,22.200000000000003,29.3,24.400000000000002,11.8,Hessen,HE
6433,201106433,2011,Landkreis Groß-Gerau,42.2,43.2,41.2,32.1,42.6,35.1,17.3,Hessen,HE
6434,201106434,2011,Hochtaunuskreis,43.7,45.0,42.300000000000004,24.0,31.700000000000003,27.0,12.8,Hessen,HE
6435,201106435,2011,Main-Kinzig-Kreis,43.2,44.300000000000004,42.0,24.6,33.6,27.3,12.3,Hessen,HE
6436,201106436,2011,Main-Taunus-Kreis,43.1,44.2,41.900000000000006,26.0,35.1,28.6,14.0,Hessen,HE
6437,201106437,2011,Odenwaldkreis,43.900000000000006,45.1,42.6,22.400000000000002,33.800000000000004,24.200000000000003,10.700000000000001,Hessen,HE
6438,201106438,2011,Landkreis Offenbach,43.1,44.2,42.0,30.200000000000003,40.7,33.300000000000004,16.2,Hessen,HE
6439,201106439,2011,Rheingau-Taunus-Kreis,43.900000000000006,45.0,42.7,16.8,23.1,19.0,8.0,Hessen,HE
6440,201106440,2011,Wetteraukreis,43.0,44.2,41.800000000000004,19.1,25.900000000000002,21.0,10.0,Hessen,HE
6531,201106531,2011,Landkreis Gießen,42.0,43.1,40.900000000000006,24.1,32.5,26.3,12.8,Hessen,HE
6532,201106532,2011,Lahn-Dill Kreis,43.2,44.5,41.800000000000004,22.0,30.1,24.400000000000002,11.0,Hessen,HE
6533,201106533,2011,Landkreis Limburg-Weilburg,42.900000000000006,44.1,41.5,19.6,26.700000000000003,21.900000000000002,8.9,Hessen,HE
6534,201106534,2011,Landkreis Marburg-Biedenkopf,41.7,42.7,40.6,18.900000000000002,24.3,21.200000000000003,9.200000000000001,Hessen,HE
6535,201106535,2011,Vogelsbergkreis,44.900000000000006,46.2,43.7,12.700000000000001,18.900000000000002,14.0,6.1000000000000005,Hessen,HE
6611,201106611,2011,Kassel,42.400000000000006,43.900000000000006,40.7,30.3,43.5,32.7,15.9,Hessen,HE
6631,201106631,2011,Landkreis Fulda,42.400000000000006,43.7,41.1,16.8,23.5,17.5,9.700000000000001,Hessen,HE
6632,201106632,2011,Landkreis Hersfeld-Rotenburg,44.800000000000004,46.2,43.300000000000004,16.2,25.200000000000003,17.900000000000002,7.4,Hessen,HE
6633,201106633,2011,Landkreis Kassel (Land),45.0,46.300000000000004,43.6,14.100000000000001,18.900000000000002,16.3,7.2,Hessen,HE
