,YearSchluessel,Year,Stadt-/Landkreis,Gewerbeanmeldungen je 10.000 Einwohner,LAND_NAME,LAND_ABK
5911,201305911,2013,Bochum,75.3,Nordrhein-Westfalen,NW
5911,201705911,2017,Bochum,67.5,Nordrhein-Westfalen,NW
5913,200905913,2009,Dortmund,106.7,Nordrhein-Westfalen,NW
5913,201305913,2013,Dortmund,84.9,Nordrhein-Westfalen,NW
5913,201705913,2017,Dortmund,67.7,Nordrhein-Westfalen,NW
5914,200905914,2009,Hagen,73.7,Nordrhein-Westfalen,NW
5914,201305914,2013,Hagen,70.5,Nordrhein-Westfalen,NW
5914,201705914,2017,Hagen,60.0,Nordrhein-Westfalen,NW
5915,200905915,2009,Hamm,81.10000000000001,Nordrhein-Westfalen,NW
5915,201305915,2013,Hamm,83.7,Nordrhein-Westfalen,NW
5915,201705915,2017,Hamm,66.5,Nordrhein-Westfalen,NW
5916,200905916,2009,Herne,70.60000000000001,Nordrhein-Westfalen,NW
5916,201305916,2013,Herne,73.9,Nordrhein-Westfalen,NW
5916,201705916,2017,Herne,74.10000000000001,Nordrhein-Westfalen,NW
5954,200905954,2009,Ennepe-Ruhr-Kreis,83.10000000000001,Nordrhein-Westfalen,NW
5954,201305954,2013,Ennepe-Ruhr-Kreis,75.7,Nordrhein-Westfalen,NW
5954,201705954,2017,Ennepe-Ruhr-Kreis,68.0,Nordrhein-Westfalen,NW
5958,200905958,2009,Hochsauerlandkreis,92.30000000000001,Nordrhein-Westfalen,NW
5958,201305958,2013,Hochsauerlandkreis,61.7,Nordrhein-Westfalen,NW
5958,201705958,2017,Hochsauerlandkreis,57.6,Nordrhein-Westfalen,NW
5962,200905962,2009,Märkischer Kreis,80.30000000000001,Nordrhein-Westfalen,NW
5962,201305962,2013,Märkischer Kreis,69.5,Nordrhein-Westfalen,NW
5962,201705962,2017,Märkischer Kreis,58.300000000000004,Nordrhein-Westfalen,NW
5966,200905966,2009,Kreis Olpe,83.80000000000001,Nordrhein-Westfalen,NW
5966,201305966,2013,Kreis Olpe,62.800000000000004,Nordrhein-Westfalen,NW
5966,201705966,2017,Kreis Olpe,62.400000000000006,Nordrhein-Westfalen,NW
5970,200905970,2009,Kreis Siegen-Wittgenstein,71.5,Nordrhein-Westfalen,NW
5970,201305970,2013,Kreis Siegen-Wittgenstein,76.10000000000001,Nordrhein-Westfalen,NW
5970,201705970,2017,Kreis Siegen-Wittgenstein,68.0,Nordrhein-Westfalen,NW
5974,200905974,2009,Kreis Soest,92.5,Nordrhein-Westfalen,NW
5974,201305974,2013,Kreis Soest,70.4,Nordrhein-Westfalen,NW
5974,201705974,2017,Kreis Soest,61.300000000000004,Nordrhein-Westfalen,NW
5978,200905978,2009,Kreis Unna,77.30000000000001,Nordrhein-Westfalen,NW
5978,201305978,2013,Kreis Unna,70.2,Nordrhein-Westfalen,NW
5978,201705978,2017,Kreis Unna,63.5,Nordrhein-Westfalen,NW
6411,200906411,2009,Darmstadt,118.9,Hessen,HE
6411,201306411,2013,Darmstadt,107.7,Hessen,HE
6411,201706411,2017,Darmstadt,88.30000000000001,Hessen,HE
6412,200906412,2009,Frankfurt (Main),189.60000000000002,Hessen,HE
6412,201306412,2013,Frankfurt (Main),140.70000000000002,Hessen,HE
6412,201706412,2017,Frankfurt (Main),104.60000000000001,Hessen,HE
6413,200906413,2009,Offenbach am Main,259.0,Hessen,HE
6413,201306413,2013,Offenbach am Main,311.3,Hessen,HE
6413,201706413,2017,Offenbach am Main,165.70000000000002,Hessen,HE
6414,200906414,2009,Wiesbaden,129.20000000000002,Hessen,HE
6414,201306414,2013,Wiesbaden,143.5,Hessen,HE
6414,201706414,2017,Wiesbaden,98.7,Hessen,HE
6431,200906431,2009,Landkreis Bergstrasse,116.2,Hessen,HE
6431,201306431,2013,Landkreis Bergstrasse,100.4,Hessen,HE
6431,201706431,2017,Landkreis Bergstrasse,85.7,Hessen,HE
6432,200906432,2009,Landkreis Darmstadt-Dieburg,120.30000000000001,Hessen,HE
6432,201306432,2013,Landkreis Darmstadt-Dieburg,104.30000000000001,Hessen,HE
6432,201706432,2017,Landkreis Darmstadt-Dieburg,88.10000000000001,Hessen,HE
6433,200906433,2009,Landkreis Groß-Gerau,117.30000000000001,Hessen,HE
6433,201306433,2013,Landkreis Groß-Gerau,119.10000000000001,Hessen,HE
6433,201706433,2017,Landkreis Groß-Gerau,91.80000000000001,Hessen,HE
6434,200906434,2009,Hochtaunuskreis,125.9,Hessen,HE
6434,201306434,2013,Hochtaunuskreis,118.80000000000001,Hessen,HE
6434,201706434,2017,Hochtaunuskreis,100.0,Hessen,HE
6435,200906435,2009,Main-Kinzig-Kreis,117.80000000000001,Hessen,HE
6435,201306435,2013,Main-Kinzig-Kreis,117.2,Hessen,HE
6435,201706435,2017,Main-Kinzig-Kreis,96.9,Hessen,HE
6436,200906436,2009,Main-Taunus-Kreis,132.3,Hessen,HE
6436,201306436,2013,Main-Taunus-Kreis,134.3,Hessen,HE
6436,201706436,2017,Main-Taunus-Kreis,114.4,Hessen,HE
6437,200906437,2009,Odenwaldkreis,99.2,Hessen,HE
6437,201306437,2013,Odenwaldkreis,108.9,Hessen,HE
6437,201706437,2017,Odenwaldkreis,78.0,Hessen,HE
6438,200906438,2009,Landkreis Offenbach,138.9,Hessen,HE
6438,201306438,2013,Landkreis Offenbach,146.5,Hessen,HE
6438,201706438,2017,Landkreis Offenbach,110.4,Hessen,HE
6439,200906439,2009,Rheingau-Taunus-Kreis,120.80000000000001,Hessen,HE
6439,201306439,2013,Rheingau-Taunus-Kreis,108.30000000000001,Hessen,HE
6439,201706439,2017,Rheingau-Taunus-Kreis,87.80000000000001,Hessen,HE
6440,200906440,2009,Wetteraukreis,118.60000000000001,Hessen,HE
6440,201306440,2013,Wetteraukreis,118.0,Hessen,HE
6440,201706440,2017,Wetteraukreis,98.4,Hessen,HE
6531,200906531,2009,Landkreis Gießen,96.4,Hessen,HE
6531,201306531,2013,Landkreis Gießen,95.60000000000001,Hessen,HE
6531,201706531,2017,Landkreis Gießen,94.30000000000001,Hessen,HE
6532,200906532,2009,Lahn-Dill Kreis,82.60000000000001,Hessen,HE
6532,201306532,2013,Lahn-Dill Kreis,78.30000000000001,Hessen,HE
6532,201706532,2017,Lahn-Dill Kreis,68.0,Hessen,HE
6533,200906533,2009,Landkreis Limburg-Weilburg,113.80000000000001,Hessen,HE
6533,201306533,2013,Landkreis Limburg-Weilburg,105.80000000000001,Hessen,HE
6533,201706533,2017,Landkreis Limburg-Weilburg,89.7,Hessen,HE
6534,200906534,2009,Landkreis Marburg-Biedenkopf,109.60000000000001,Hessen,HE
6534,201306534,2013,Landkreis Marburg-Biedenkopf,101.60000000000001,Hessen,HE
6534,201706534,2017,Landkreis Marburg-Biedenkopf,103.60000000000001,Hessen,HE
6535,200906535,2009,Vogelsbergkreis,75.7,Hessen,HE
6535,201306535,2013,Vogelsbergkreis,63.2,Hessen,HE
6535,201706535,2017,Vogelsbergkreis,56.900000000000006,Hessen,HE
6611,200906611,2009,Kassel,105.7,Hessen,HE
6611,201306611,2013,Kassel,101.2,Hessen,HE
6611,201706611,2017,Kassel,82.10000000000001,Hessen,HE
6631,200906631,2009,Landkreis Fulda,86.4,Hessen,HE
6631,201306631,2013,Landkreis Fulda,69.5,Hessen,HE
6631,201706631,2017,Landkreis Fulda,70.2,Hessen,HE
6632,200906632,2009,Landkreis Hersfeld-Rotenburg,72.3,Hessen,HE
6632,201306632,2013,Landkreis Hersfeld-Rotenburg,59.2,Hessen,HE
6632,201706632,2017,Landkreis Hersfeld-Rotenburg,55.5,Hessen,HE
6633,200906633,2009,Landkreis Kassel (Land),83.4,Hessen,HE
6633,201306633,2013,Landkreis Kassel (Land),63.2,Hessen,HE
6633,201706633,2017,Landkreis Kassel (Land),61.2,Hessen,HE
6634,200906634,2009,Schwalm-Eder Kreis,80.4,Hessen,HE
6634,201306634,2013,Schwalm-Eder Kreis,56.6,Hessen,HE
6634,201706634,2017,Schwalm-Eder Kreis,53.300000000000004,Hessen,HE
6635,200906635,2009,Landkreis Waldeck-Frankenberg,74.0,Hessen,HE
6635,201306635,2013,Landkreis Waldeck-Frankenberg,60.2,Hessen,HE
6635,201706635,2017,Landkreis Waldeck-Frankenberg,58.800000000000004,Hessen,HE
6636,200906636,2009,Werra-Meißner Kreis,69.8,Hessen,HE
6636,201306636,2013,Werra-Meißner Kreis,53.900000000000006,Hessen,HE
6636,201706636,2017,Werra-Meißner Kreis,54.6,Hessen,HE
7111,200907111,2009,Koblenz,112.80000000000001,Rheinland-Pfalz,RP
7111,201307111,2013,Koblenz,103.2,Rheinland-Pfalz,RP
7111,201707111,2017,Koblenz,81.60000000000001,Rheinland-Pfalz,RP
7131,200907131,2009,Landkreis Ahrweiler,107.60000000000001,Rheinland-Pfalz,RP
7131,201307131,2013,Landkreis Ahrweiler,92.5,Rheinland-Pfalz,RP
7131,201707131,2017,Landkreis Ahrweiler,84.2,Rheinland-Pfalz,RP
7132,200907132,2009,Landkreis Altenkirchen (Westerwald),90.10000000000001,Rheinland-Pfalz,RP
7132,201307132,2013,Landkreis Altenkirchen (Westerwald),74.60000000000001,Rheinland-Pfalz,RP
7132,201707132,2017,Landkreis Altenkirchen (Westerwald),67.7,Rheinland-Pfalz,RP
7133,200907133,2009,Landkreis Bad Kreuznach,111.10000000000001,Rheinland-Pfalz,RP
7133,201307133,2013,Landkreis Bad Kreuznach,96.30000000000001,Rheinland-Pfalz,RP
7133,201707133,2017,Landkreis Bad Kreuznach,81.9,Rheinland-Pfalz,RP
7134,200907134,2009,Landkreis Birkenfeld,84.10000000000001,Rheinland-Pfalz,RP
7134,201307134,2013,Landkreis Birkenfeld,71.9,Rheinland-Pfalz,RP
7134,201707134,2017,Landkreis Birkenfeld,72.10000000000001,Rheinland-Pfalz,RP
7135,200907135,2009,Landkreis Cochem-Zell,89.60000000000001,Rheinland-Pfalz,RP
7135,201307135,2013,Landkreis Cochem-Zell,73.3,Rheinland-Pfalz,RP
7135,201707135,2017,Landkreis Cochem-Zell,75.4,Rheinland-Pfalz,RP
7137,200907137,2009,Landkreis Mayen-Koblenz,93.9,Rheinland-Pfalz,RP
7137,201307137,2013,Landkreis Mayen-Koblenz,78.0,Rheinland-Pfalz,RP
7137,201707137,2017,Landkreis Mayen-Koblenz,66.3,Rheinland-Pfalz,RP
7138,200907138,2009,Landkreis Neuwied,111.4,Rheinland-Pfalz,RP
7138,201307138,2013,Landkreis Neuwied,92.60000000000001,Rheinland-Pfalz,RP
7138,201707138,2017,Landkreis Neuwied,83.10000000000001,Rheinland-Pfalz,RP
7140,200907140,2009,Rhein-Hunsrück-Kreis,103.7,Rheinland-Pfalz,RP
7140,201307140,2013,Rhein-Hunsrück-Kreis,85.60000000000001,Rheinland-Pfalz,RP
7140,201707140,2017,Rhein-Hunsrück-Kreis,76.2,Rheinland-Pfalz,RP
7141,200907141,2009,Rhein-Lahn-Kreis,92.4,Rheinland-Pfalz,RP
7141,201307141,2013,Rhein-Lahn-Kreis,88.2,Rheinland-Pfalz,RP
7141,201707141,2017,Rhein-Lahn-Kreis,74.0,Rheinland-Pfalz,RP
7143,200907143,2009,Westerwaldkreis,99.2,Rheinland-Pfalz,RP
7143,201307143,2013,Westerwaldkreis,82.30000000000001,Rheinland-Pfalz,RP
7143,201707143,2017,Westerwaldkreis,73.10000000000001,Rheinland-Pfalz,RP
7211,200907211,2009,Trier,85.7,Rheinland-Pfalz,RP
7211,201307211,2013,Trier,72.9,Rheinland-Pfalz,RP
7211,201707211,2017,Trier,84.4,Rheinland-Pfalz,RP
7231,200907231,2009,Landkreis Bernkastel-Wittlich,102.60000000000001,Rheinland-Pfalz,RP
7231,201307231,2013,Landkreis Bernkastel-Wittlich,72.9,Rheinland-Pfalz,RP
7231,201707231,2017,Landkreis Bernkastel-Wittlich,64.2,Rheinland-Pfalz,RP
7232,200907232,2009,Eifelkreis Bitburg-Prüm,84.60000000000001,Rheinland-Pfalz,RP
7232,201307232,2013,Eifelkreis Bitburg-Prüm,71.60000000000001,Rheinland-Pfalz,RP
7232,201707232,2017,Eifelkreis Bitburg-Prüm,62.0,Rheinland-Pfalz,RP
7233,200907233,2009,Landkreis Vulkaneifel,105.10000000000001,Rheinland-Pfalz,RP
7233,201307233,2013,Landkreis Vulkaneifel,61.6,Rheinland-Pfalz,RP
7233,201707233,2017,Landkreis Vulkaneifel,60.300000000000004,Rheinland-Pfalz,RP
7235,200907235,2009,Landkreis Trier-Saarburg,72.2,Rheinland-Pfalz,RP
7235,201307235,2013,Landkreis Trier-Saarburg,62.1,Rheinland-Pfalz,RP
7235,201707235,2017,Landkreis Trier-Saarburg,51.1,Rheinland-Pfalz,RP
7311,200907311,2009,Frankenthal (Pfalz),102.10000000000001,Rheinland-Pfalz,RP
7311,201307311,2013,Frankenthal (Pfalz),76.3,Rheinland-Pfalz,RP
7311,201707311,2017,Frankenthal (Pfalz),67.10000000000001,Rheinland-Pfalz,RP
7312,200907312,2009,Kaiserslautern,127.4,Rheinland-Pfalz,RP
7312,201307312,2013,Kaiserslautern,104.60000000000001,Rheinland-Pfalz,RP
7312,201707312,2017,Kaiserslautern,77.30000000000001,Rheinland-Pfalz,RP
7313,200907313,2009,Landau in der Pfalz,95.30000000000001,Rheinland-Pfalz,RP
7313,201307313,2013,Landau in der Pfalz,78.2,Rheinland-Pfalz,RP
7313,201707313,2017,Landau in der Pfalz,63.5,Rheinland-Pfalz,RP
7314,200907314,2009,Ludwigshafen am Rhein,97.4,Rheinland-Pfalz,RP
7314,201307314,2013,Ludwigshafen am Rhein,79.7,Rheinland-Pfalz,RP
7314,201707314,2017,Ludwigshafen am Rhein,63.6,Rheinland-Pfalz,RP
7315,200907315,2009,Mainz,112.2,Rheinland-Pfalz,RP
7315,201307315,2013,Mainz,112.5,Rheinland-Pfalz,RP
7315,201707315,2017,Mainz,75.4,Rheinland-Pfalz,RP
7316,200907316,2009,Neustadt an der Weinstrasse,80.0,Rheinland-Pfalz,RP
7316,201307316,2013,Neustadt an der Weinstrasse,89.80000000000001,Rheinland-Pfalz,RP
7316,201707316,2017,Neustadt an der Weinstrasse,77.0,Rheinland-Pfalz,RP
7317,200907317,2009,Pirmasens,93.0,Rheinland-Pfalz,RP
7317,201307317,2013,Pirmasens,94.30000000000001,Rheinland-Pfalz,RP
7317,201707317,2017,Pirmasens,64.2,Rheinland-Pfalz,RP
7318,200907318,2009,Speyer,117.5,Rheinland-Pfalz,RP
7318,201307318,2013,Speyer,83.60000000000001,Rheinland-Pfalz,RP
7318,201707318,2017,Speyer,78.80000000000001,Rheinland-Pfalz,RP
7319,200907319,2009,Worms,101.0,Rheinland-Pfalz,RP
7319,201307319,2013,Worms,107.0,Rheinland-Pfalz,RP
7319,201707319,2017,Worms,69.2,Rheinland-Pfalz,RP
7320,200907320,2009,Zweibrücken,89.4,Rheinland-Pfalz,RP
7320,201307320,2013,Zweibrücken,93.9,Rheinland-Pfalz,RP
7320,201707320,2017,Zweibrücken,125.80000000000001,Rheinland-Pfalz,RP
7331,200907331,2009,Landkreis Alzey-Worms,110.30000000000001,Rheinland-Pfalz,RP
7331,201307331,2013,Landkreis Alzey-Worms,97.80000000000001,Rheinland-Pfalz,RP
7331,201707331,2017,Landkreis Alzey-Worms,72.8,Rheinland-Pfalz,RP
7332,200907332,2009,Landkreis Bad Dürkheim,100.0,Rheinland-Pfalz,RP
7332,201307332,2013,Landkreis Bad Dürkheim,86.30000000000001,Rheinland-Pfalz,RP
7332,201707332,2017,Landkreis Bad Dürkheim,77.80000000000001,Rheinland-Pfalz,RP
7333,200907333,2009,Donnersbergkreis,95.5,Rheinland-Pfalz,RP
7333,201307333,2013,Donnersbergkreis,69.5,Rheinland-Pfalz,RP
7333,201707333,2017,Donnersbergkreis,68.9,Rheinland-Pfalz,RP
7334,200907334,2009,Landkreis Germersheim,86.9,Rheinland-Pfalz,RP
7334,201307334,2013,Landkreis Germersheim,83.60000000000001,Rheinland-Pfalz,RP
7334,201707334,2017,Landkreis Germersheim,78.2,Rheinland-Pfalz,RP
7335,200907335,2009,Landkreis Kaiserslautern (Land),98.5,Rheinland-Pfalz,RP
7335,201307335,2013,Landkreis Kaiserslautern (Land),81.30000000000001,Rheinland-Pfalz,RP
7335,201707335,2017,Landkreis Kaiserslautern (Land),72.60000000000001,Rheinland-Pfalz,RP
7336,200907336,2009,Landkreis Kusel,58.7,Rheinland-Pfalz,RP
7336,201307336,2013,Landkreis Kusel,60.1,Rheinland-Pfalz,RP
7336,201707336,2017,Landkreis Kusel,44.300000000000004,Rheinland-Pfalz,RP
7337,200907337,2009,Landkreis Südliche Weinstrasse,95.7,Rheinland-Pfalz,RP
7337,201307337,2013,Landkreis Südliche Weinstrasse,93.2,Rheinland-Pfalz,RP
7337,201707337,2017,Landkreis Südliche Weinstrasse,72.4,Rheinland-Pfalz,RP
7338,200907338,2009,Rhein-Pfalz-Kreis,100.30000000000001,Rheinland-Pfalz,RP
7338,201307338,2013,Rhein-Pfalz-Kreis,93.2,Rheinland-Pfalz,RP
7338,201707338,2017,Rhein-Pfalz-Kreis,77.80000000000001,Rheinland-Pfalz,RP
7339,200907339,2009,Landkreis Mainz-Bingen,100.30000000000001,Rheinland-Pfalz,RP
7339,201307339,2013,Landkreis Mainz-Bingen,86.30000000000001,Rheinland-Pfalz,RP
7339,201707339,2017,Landkreis Mainz-Bingen,79.0,Rheinland-Pfalz,RP
7340,200907340,2009,Landkreis Südwestpfalz,76.0,Rheinland-Pfalz,RP
7340,201307340,2013,Landkreis Südwestpfalz,68.3,Rheinland-Pfalz,RP
7340,201707340,2017,Landkreis Südwestpfalz,60.6,Rheinland-Pfalz,RP
8111,200908111,2009,Stuttgart,85.80000000000001,Baden-Württemberg,BW
8111,201308111,2013,Stuttgart,83.4,Baden-Württemberg,BW
8111,201708111,2017,Stuttgart,67.9,Baden-Württemberg,BW
8115,200908115,2009,Landkreis Böblingen,93.7,Baden-Württemberg,BW
8115,201308115,2013,Landkreis Böblingen,86.30000000000001,Baden-Württemberg,BW
8115,201708115,2017,Landkreis Böblingen,72.0,Baden-Württemberg,BW
8116,200908116,2009,Landkreis Esslingen,103.9,Baden-Württemberg,BW
8116,201308116,2013,Landkreis Esslingen,96.2,Baden-Württemberg,BW
8116,201708116,2017,Landkreis Esslingen,81.60000000000001,Baden-Württemberg,BW
8117,200908117,2009,Landkreis Göppingen,104.0,Baden-Württemberg,BW
8117,201308117,2013,Landkreis Göppingen,89.60000000000001,Baden-Württemberg,BW
8117,201708117,2017,Landkreis Göppingen,72.10000000000001,Baden-Württemberg,BW
8118,200908118,2009,Landkreis Ludwigsburg,96.7,Baden-Württemberg,BW
8118,201308118,2013,Landkreis Ludwigsburg,96.7,Baden-Württemberg,BW
8118,201708118,2017,Landkreis Ludwigsburg,78.60000000000001,Baden-Württemberg,BW
8119,200908119,2009,Rems-Murr-Kreis,95.9,Baden-Württemberg,BW
8119,201308119,2013,Rems-Murr-Kreis,92.80000000000001,Baden-Württemberg,BW
8119,201708119,2017,Rems-Murr-Kreis,76.80000000000001,Baden-Württemberg,BW
8121,200908121,2009,Heilbronn,97.0,Baden-Württemberg,BW
8121,201308121,2013,Heilbronn,106.7,Baden-Württemberg,BW
8121,201708121,2017,Heilbronn,80.9,Baden-Württemberg,BW
8125,200908125,2009,Landkreis Heilbronn (Land),91.4,Baden-Württemberg,BW
8125,201308125,2013,Landkreis Heilbronn (Land),85.60000000000001,Baden-Württemberg,BW
8125,201708125,2017,Landkreis Heilbronn (Land),69.60000000000001,Baden-Württemberg,BW
8126,200908126,2009,Hohenlohekreis,69.9,Baden-Württemberg,BW
8126,201308126,2013,Hohenlohekreis,64.5,Baden-Württemberg,BW
8126,201708126,2017,Hohenlohekreis,63.400000000000006,Baden-Württemberg,BW
8127,200908127,2009,Landkreis Schwäbisch Hall,80.10000000000001,Baden-Württemberg,BW
8127,201308127,2013,Landkreis Schwäbisch Hall,68.9,Baden-Württemberg,BW
8127,201708127,2017,Landkreis Schwäbisch Hall,59.7,Baden-Württemberg,BW
8128,200908128,2009,Main-Tauber-Kreis,70.8,Baden-Württemberg,BW
8128,201308128,2013,Main-Tauber-Kreis,54.900000000000006,Baden-Württemberg,BW
8128,201708128,2017,Main-Tauber-Kreis,54.400000000000006,Baden-Württemberg,BW
8135,200908135,2009,Landkreis Heidenheim,76.5,Baden-Württemberg,BW
8135,201308135,2013,Landkreis Heidenheim,77.60000000000001,Baden-Württemberg,BW
8135,201708135,2017,Landkreis Heidenheim,65.10000000000001,Baden-Württemberg,BW
8136,200908136,2009,Ostalbkreis,81.0,Baden-Württemberg,BW
8136,201308136,2013,Ostalbkreis,65.5,Baden-Württemberg,BW
8136,201708136,2017,Ostalbkreis,65.5,Baden-Württemberg,BW
8211,200908211,2009,Baden-Baden,131.1,Baden-Württemberg,BW
8211,201308211,2013,Baden-Baden,122.0,Baden-Württemberg,BW
8211,201708211,2017,Baden-Baden,106.2,Baden-Württemberg,BW
8212,200908212,2009,Karlsruhe,98.0,Baden-Württemberg,BW
8212,201308212,2013,Karlsruhe,90.60000000000001,Baden-Württemberg,BW
8212,201708212,2017,Karlsruhe,68.0,Baden-Württemberg,BW
8215,200908215,2009,Landkreis Karlsruhe (Land),93.4,Baden-Württemberg,BW
8215,201308215,2013,Landkreis Karlsruhe (Land),91.0,Baden-Württemberg,BW
8215,201708215,2017,Landkreis Karlsruhe (Land),76.4,Baden-Württemberg,BW
8216,200908216,2009,Landkreis Rastatt,81.4,Baden-Württemberg,BW
8216,201308216,2013,Landkreis Rastatt,76.60000000000001,Baden-Württemberg,BW
8216,201708216,2017,Landkreis Rastatt,67.3,Baden-Württemberg,BW
8221,200908221,2009,Heidelberg,98.30000000000001,Baden-Württemberg,BW
8221,201308221,2013,Heidelberg,90.10000000000001,Baden-Württemberg,BW
8221,201708221,2017,Heidelberg,74.4,Baden-Württemberg,BW
8222,200908222,2009,Mannheim,138.9,Baden-Württemberg,BW
8222,201308222,2013,Mannheim,102.30000000000001,Baden-Württemberg,BW
8222,201708222,2017,Mannheim,78.9,Baden-Württemberg,BW
8225,200908225,2009,Neckar-Odenwald-Kreis,78.5,Baden-Württemberg,BW
8225,201308225,2013,Neckar-Odenwald-Kreis,73.60000000000001,Baden-Württemberg,BW
8225,201708225,2017,Neckar-Odenwald-Kreis,64.3,Baden-Württemberg,BW
8226,200908226,2009,Rhein-Neckar-Kreis,96.9,Baden-Württemberg,BW
8226,201308226,2013,Rhein-Neckar-Kreis,93.2,Baden-Württemberg,BW
8226,201708226,2017,Rhein-Neckar-Kreis,76.60000000000001,Baden-Württemberg,BW
8231,200908231,2009,Pforzheim,97.80000000000001,Baden-Württemberg,BW
8231,201308231,2013,Pforzheim,107.5,Baden-Württemberg,BW
8231,201708231,2017,Pforzheim,78.80000000000001,Baden-Württemberg,BW
8235,200908235,2009,Landkreis Calw,91.60000000000001,Baden-Württemberg,BW
8235,201308235,2013,Landkreis Calw,90.4,Baden-Württemberg,BW
8235,201708235,2017,Landkreis Calw,72.9,Baden-Württemberg,BW
8236,200908236,2009,Enzkreis,89.10000000000001,Baden-Württemberg,BW
8236,201308236,2013,Enzkreis,78.4,Baden-Württemberg,BW
8236,201708236,2017,Enzkreis,75.3,Baden-Württemberg,BW
8237,200908237,2009,Landkreis Freudenstadt,83.2,Baden-Württemberg,BW
8237,201308237,2013,Landkreis Freudenstadt,57.7,Baden-Württemberg,BW
8237,201708237,2017,Landkreis Freudenstadt,60.0,Baden-Württemberg,BW
8311,200908311,2009,Freiburg im Breisgau,86.80000000000001,Baden-Württemberg,BW
8311,201308311,2013,Freiburg im Breisgau,81.80000000000001,Baden-Württemberg,BW
8311,201708311,2017,Freiburg im Breisgau,67.7,Baden-Württemberg,BW
8315,200908315,2009,Landkreis Breisgau-Hochschwarzwald,94.4,Baden-Württemberg,BW
8315,201308315,2013,Landkreis Breisgau-Hochschwarzwald,83.10000000000001,Baden-Württemberg,BW
8315,201708315,2017,Landkreis Breisgau-Hochschwarzwald,74.2,Baden-Württemberg,BW
8316,200908316,2009,Landkreis Emmendingen,92.2,Baden-Württemberg,BW
8316,201308316,2013,Landkreis Emmendingen,78.2,Baden-Württemberg,BW
8316,201708316,2017,Landkreis Emmendingen,74.2,Baden-Württemberg,BW
8317,200908317,2009,Ortenaukreis,82.9,Baden-Württemberg,BW
8317,201308317,2013,Ortenaukreis,70.8,Baden-Württemberg,BW
8317,201708317,2017,Ortenaukreis,64.8,Baden-Württemberg,BW
8325,200908325,2009,Landkreis Rottweil,93.0,Baden-Württemberg,BW
8325,201308325,2013,Landkreis Rottweil,75.0,Baden-Württemberg,BW
8325,201708325,2017,Landkreis Rottweil,64.10000000000001,Baden-Württemberg,BW
8326,200908326,2009,Schwarzwald-Baar-Kreis,85.0,Baden-Württemberg,BW
8326,201308326,2013,Schwarzwald-Baar-Kreis,79.30000000000001,Baden-Württemberg,BW
8326,201708326,2017,Schwarzwald-Baar-Kreis,64.9,Baden-Württemberg,BW
8327,200908327,2009,Landkreis Tuttlingen,81.2,Baden-Württemberg,BW
