,YearSchluessel,Year,Stadt-/Landkreis,Unternehmensinsolvenzen je 10.000 st.-pfl. Untern.,LAND_NAME,LAND_ABK
5911,200905911,2009,Bochum,219.20000000000002,Nordrhein-Westfalen,NW
5911,201305911,2013,Bochum,181.5,Nordrhein-Westfalen,NW
5911,201705911,2017,Bochum,127.9,Nordrhein-Westfalen,NW
5913,200905913,2009,Dortmund,223.0,Nordrhein-Westfalen,NW
5913,201305913,2013,Dortmund,198.10000000000002,Nordrhein-Westfalen,NW
5913,201705913,2017,Dortmund,136.20000000000002,Nordrhein-Westfalen,NW
5914,200905914,2009,Hagen,134.1,Nordrhein-Westfalen,NW
5914,201305914,2013,Hagen,153.70000000000002,Nordrhein-Westfalen,NW
5914,201705914,2017,Hagen,101.60000000000001,Nordrhein-Westfalen,NW
5915,200905915,2009,Hamm,193.20000000000002,Nordrhein-Westfalen,NW
5915,201305915,2013,Hamm,163.4,Nordrhein-Westfalen,NW
5915,201705915,2017,Hamm,115.10000000000001,Nordrhein-Westfalen,NW
5916,200905916,2009,Herne,253.3,Nordrhein-Westfalen,NW
5916,201305916,2013,Herne,278.40000000000003,Nordrhein-Westfalen,NW
5916,201705916,2017,Herne,170.8,Nordrhein-Westfalen,NW
5954,200905954,2009,Ennepe-Ruhr-Kreis,121.5,Nordrhein-Westfalen,NW
5954,201305954,2013,Ennepe-Ruhr-Kreis,118.7,Nordrhein-Westfalen,NW
5954,201705954,2017,Ennepe-Ruhr-Kreis,95.30000000000001,Nordrhein-Westfalen,NW
5958,200905958,2009,Hochsauerlandkreis,107.9,Nordrhein-Westfalen,NW
5958,201305958,2013,Hochsauerlandkreis,109.2,Nordrhein-Westfalen,NW
5958,201705958,2017,Hochsauerlandkreis,77.2,Nordrhein-Westfalen,NW
5962,200905962,2009,Märkischer Kreis,165.9,Nordrhein-Westfalen,NW
5962,201305962,2013,Märkischer Kreis,134.0,Nordrhein-Westfalen,NW
5962,201705962,2017,Märkischer Kreis,71.0,Nordrhein-Westfalen,NW
5966,200905966,2009,Kreis Olpe,98.5,Nordrhein-Westfalen,NW
5966,201305966,2013,Kreis Olpe,94.7,Nordrhein-Westfalen,NW
5966,201705966,2017,Kreis Olpe,66.8,Nordrhein-Westfalen,NW
5970,200905970,2009,Kreis Siegen-Wittgenstein,106.4,Nordrhein-Westfalen,NW
5970,201305970,2013,Kreis Siegen-Wittgenstein,82.0,Nordrhein-Westfalen,NW
5970,201705970,2017,Kreis Siegen-Wittgenstein,67.3,Nordrhein-Westfalen,NW
5974,200905974,2009,Kreis Soest,165.3,Nordrhein-Westfalen,NW
5974,201305974,2013,Kreis Soest,110.30000000000001,Nordrhein-Westfalen,NW
5974,201705974,2017,Kreis Soest,71.8,Nordrhein-Westfalen,NW
5978,200905978,2009,Kreis Unna,194.20000000000002,Nordrhein-Westfalen,NW
5978,201305978,2013,Kreis Unna,145.9,Nordrhein-Westfalen,NW
5978,201705978,2017,Kreis Unna,96.7,Nordrhein-Westfalen,NW
6411,200906411,2009,Darmstadt,73.60000000000001,Hessen,HE
6411,201306411,2013,Darmstadt,54.400000000000006,Hessen,HE
6411,201706411,2017,Darmstadt,39.5,Hessen,HE
6412,200906412,2009,Frankfurt (Main),100.80000000000001,Hessen,HE
6412,201306412,2013,Frankfurt (Main),86.4,Hessen,HE
6412,201706412,2017,Frankfurt (Main),69.8,Hessen,HE
6413,200906413,2009,Offenbach am Main,121.2,Hessen,HE
6413,201306413,2013,Offenbach am Main,104.10000000000001,Hessen,HE
6413,201706413,2017,Offenbach am Main,100.80000000000001,Hessen,HE
6414,200906414,2009,Wiesbaden,57.300000000000004,Hessen,HE
6414,201306414,2013,Wiesbaden,82.2,Hessen,HE
6414,201706414,2017,Wiesbaden,58.1,Hessen,HE
6431,200906431,2009,Landkreis Bergstrasse,70.60000000000001,Hessen,HE
6431,201306431,2013,Landkreis Bergstrasse,57.5,Hessen,HE
6431,201706431,2017,Landkreis Bergstrasse,49.900000000000006,Hessen,HE
6432,200906432,2009,Landkreis Darmstadt-Dieburg,87.2,Hessen,HE
6432,201306432,2013,Landkreis Darmstadt-Dieburg,59.7,Hessen,HE
6432,201706432,2017,Landkreis Darmstadt-Dieburg,57.900000000000006,Hessen,HE
6433,200906433,2009,Landkreis Groß-Gerau,90.5,Hessen,HE
6433,201306433,2013,Landkreis Groß-Gerau,53.0,Hessen,HE
6433,201706433,2017,Landkreis Groß-Gerau,67.4,Hessen,HE
6434,200906434,2009,Hochtaunuskreis,60.1,Hessen,HE
6434,201306434,2013,Hochtaunuskreis,50.2,Hessen,HE
6434,201706434,2017,Hochtaunuskreis,50.5,Hessen,HE
6435,200906435,2009,Main-Kinzig-Kreis,79.5,Hessen,HE
6435,201306435,2013,Main-Kinzig-Kreis,65.5,Hessen,HE
6435,201706435,2017,Main-Kinzig-Kreis,55.900000000000006,Hessen,HE
6436,200906436,2009,Main-Taunus-Kreis,56.6,Hessen,HE
6436,201306436,2013,Main-Taunus-Kreis,40.800000000000004,Hessen,HE
6436,201706436,2017,Main-Taunus-Kreis,61.900000000000006,Hessen,HE
6437,200906437,2009,Odenwaldkreis,61.1,Hessen,HE
6437,201306437,2013,Odenwaldkreis,41.400000000000006,Hessen,HE
6437,201706437,2017,Odenwaldkreis,60.900000000000006,Hessen,HE
6438,200906438,2009,Landkreis Offenbach,73.8,Hessen,HE
6438,201306438,2013,Landkreis Offenbach,70.5,Hessen,HE
6438,201706438,2017,Landkreis Offenbach,61.0,Hessen,HE
6439,200906439,2009,Rheingau-Taunus-Kreis,50.1,Hessen,HE
6439,201306439,2013,Rheingau-Taunus-Kreis,59.2,Hessen,HE
6439,201706439,2017,Rheingau-Taunus-Kreis,62.400000000000006,Hessen,HE
6440,200906440,2009,Wetteraukreis,78.5,Hessen,HE
6440,201306440,2013,Wetteraukreis,61.6,Hessen,HE
6440,201706440,2017,Wetteraukreis,52.1,Hessen,HE
6531,200906531,2009,Landkreis Gießen,84.2,Hessen,HE
6531,201306531,2013,Landkreis Gießen,45.0,Hessen,HE
6531,201706531,2017,Landkreis Gießen,37.300000000000004,Hessen,HE
6532,200906532,2009,Lahn-Dill Kreis,90.10000000000001,Hessen,HE
6532,201306532,2013,Lahn-Dill Kreis,41.300000000000004,Hessen,HE
6532,201706532,2017,Lahn-Dill Kreis,42.900000000000006,Hessen,HE
6533,200906533,2009,Landkreis Limburg-Weilburg,113.60000000000001,Hessen,HE
6533,201306533,2013,Landkreis Limburg-Weilburg,69.4,Hessen,HE
6533,201706533,2017,Landkreis Limburg-Weilburg,53.800000000000004,Hessen,HE
6534,200906534,2009,Landkreis Marburg-Biedenkopf,69.4,Hessen,HE
6534,201306534,2013,Landkreis Marburg-Biedenkopf,53.900000000000006,Hessen,HE
6534,201706534,2017,Landkreis Marburg-Biedenkopf,51.300000000000004,Hessen,HE
6535,200906535,2009,Vogelsbergkreis,48.300000000000004,Hessen,HE
6535,201306535,2013,Vogelsbergkreis,50.2,Hessen,HE
6535,201706535,2017,Vogelsbergkreis,36.0,Hessen,HE
6611,200906611,2009,Kassel,96.4,Hessen,HE
6611,201306611,2013,Kassel,75.7,Hessen,HE
6611,201706611,2017,Kassel,80.60000000000001,Hessen,HE
6631,200906631,2009,Landkreis Fulda,66.7,Hessen,HE
6631,201306631,2013,Landkreis Fulda,57.0,Hessen,HE
6631,201706631,2017,Landkreis Fulda,28.700000000000003,Hessen,HE
6632,200906632,2009,Landkreis Hersfeld-Rotenburg,87.9,Hessen,HE
6632,201306632,2013,Landkreis Hersfeld-Rotenburg,67.10000000000001,Hessen,HE
6632,201706632,2017,Landkreis Hersfeld-Rotenburg,78.2,Hessen,HE
6633,200906633,2009,Landkreis Kassel (Land),77.80000000000001,Hessen,HE
6633,201306633,2013,Landkreis Kassel (Land),78.0,Hessen,HE
6633,201706633,2017,Landkreis Kassel (Land),65.60000000000001,Hessen,HE
6634,200906634,2009,Schwalm-Eder Kreis,59.900000000000006,Hessen,HE
6634,201306634,2013,Schwalm-Eder Kreis,66.0,Hessen,HE
6634,201706634,2017,Schwalm-Eder Kreis,51.1,Hessen,HE
6635,200906635,2009,Landkreis Waldeck-Frankenberg,84.80000000000001,Hessen,HE
6635,201306635,2013,Landkreis Waldeck-Frankenberg,57.5,Hessen,HE
6635,201706635,2017,Landkreis Waldeck-Frankenberg,54.400000000000006,Hessen,HE
6636,200906636,2009,Werra-Meißner Kreis,97.4,Hessen,HE
6636,201306636,2013,Werra-Meißner Kreis,101.10000000000001,Hessen,HE
6636,201706636,2017,Werra-Meißner Kreis,32.7,Hessen,HE
7111,200907111,2009,Koblenz,132.8,Rheinland-Pfalz,RP
7111,201307111,2013,Koblenz,106.2,Rheinland-Pfalz,RP
7111,201707111,2017,Koblenz,68.7,Rheinland-Pfalz,RP
7131,200907131,2009,Landkreis Ahrweiler,52.800000000000004,Rheinland-Pfalz,RP
7131,201307131,2013,Landkreis Ahrweiler,68.0,Rheinland-Pfalz,RP
7131,201707131,2017,Landkreis Ahrweiler,83.30000000000001,Rheinland-Pfalz,RP
7132,200907132,2009,Landkreis Altenkirchen (Westerwald),64.60000000000001,Rheinland-Pfalz,RP
7132,201307132,2013,Landkreis Altenkirchen (Westerwald),70.9,Rheinland-Pfalz,RP
7132,201707132,2017,Landkreis Altenkirchen (Westerwald),82.30000000000001,Rheinland-Pfalz,RP
7133,200907133,2009,Landkreis Bad Kreuznach,114.80000000000001,Rheinland-Pfalz,RP
7133,201307133,2013,Landkreis Bad Kreuznach,96.5,Rheinland-Pfalz,RP
7133,201707133,2017,Landkreis Bad Kreuznach,62.800000000000004,Rheinland-Pfalz,RP
7134,200907134,2009,Landkreis Birkenfeld,74.10000000000001,Rheinland-Pfalz,RP
7134,201307134,2013,Landkreis Birkenfeld,133.4,Rheinland-Pfalz,RP
7134,201707134,2017,Landkreis Birkenfeld,57.1,Rheinland-Pfalz,RP
7135,200907135,2009,Landkreis Cochem-Zell,82.10000000000001,Rheinland-Pfalz,RP
7135,201307135,2013,Landkreis Cochem-Zell,33.800000000000004,Rheinland-Pfalz,RP
7135,201707135,2017,Landkreis Cochem-Zell,26.5,Rheinland-Pfalz,RP
7137,200907137,2009,Landkreis Mayen-Koblenz,103.7,Rheinland-Pfalz,RP
7137,201307137,2013,Landkreis Mayen-Koblenz,87.7,Rheinland-Pfalz,RP
7137,201707137,2017,Landkreis Mayen-Koblenz,42.0,Rheinland-Pfalz,RP
7138,200907138,2009,Landkreis Neuwied,161.60000000000002,Rheinland-Pfalz,RP
7138,201307138,2013,Landkreis Neuwied,99.10000000000001,Rheinland-Pfalz,RP
7138,201707138,2017,Landkreis Neuwied,58.300000000000004,Rheinland-Pfalz,RP
7140,200907140,2009,Rhein-Hunsrück-Kreis,103.2,Rheinland-Pfalz,RP
7140,201307140,2013,Rhein-Hunsrück-Kreis,73.60000000000001,Rheinland-Pfalz,RP
7140,201707140,2017,Rhein-Hunsrück-Kreis,27.8,Rheinland-Pfalz,RP
7141,200907141,2009,Rhein-Lahn-Kreis,122.10000000000001,Rheinland-Pfalz,RP
7141,201307141,2013,Rhein-Lahn-Kreis,83.2,Rheinland-Pfalz,RP
7141,201707141,2017,Rhein-Lahn-Kreis,50.1,Rheinland-Pfalz,RP
7143,200907143,2009,Westerwaldkreis,92.7,Rheinland-Pfalz,RP
7143,201307143,2013,Westerwaldkreis,64.2,Rheinland-Pfalz,RP
7143,201707143,2017,Westerwaldkreis,48.2,Rheinland-Pfalz,RP
7211,200907211,2009,Trier,46.0,Rheinland-Pfalz,RP
7211,201307211,2013,Trier,55.900000000000006,Rheinland-Pfalz,RP
7211,201707211,2017,Trier,44.300000000000004,Rheinland-Pfalz,RP
7231,200907231,2009,Landkreis Bernkastel-Wittlich,112.2,Rheinland-Pfalz,RP
7231,201307231,2013,Landkreis Bernkastel-Wittlich,63.1,Rheinland-Pfalz,RP
7231,201707231,2017,Landkreis Bernkastel-Wittlich,41.7,Rheinland-Pfalz,RP
7232,200907232,2009,Eifelkreis Bitburg-Prüm,95.30000000000001,Rheinland-Pfalz,RP
7232,201307232,2013,Eifelkreis Bitburg-Prüm,76.9,Rheinland-Pfalz,RP
7232,201707232,2017,Eifelkreis Bitburg-Prüm,45.900000000000006,Rheinland-Pfalz,RP
7233,200907233,2009,Landkreis Vulkaneifel,99.5,Rheinland-Pfalz,RP
7233,201307233,2013,Landkreis Vulkaneifel,67.8,Rheinland-Pfalz,RP
7233,201707233,2017,Landkreis Vulkaneifel,40.800000000000004,Rheinland-Pfalz,RP
7235,200907235,2009,Landkreis Trier-Saarburg,47.900000000000006,Rheinland-Pfalz,RP
7235,201307235,2013,Landkreis Trier-Saarburg,28.200000000000003,Rheinland-Pfalz,RP
7235,201707235,2017,Landkreis Trier-Saarburg,28.1,Rheinland-Pfalz,RP
7311,200907311,2009,Frankenthal (Pfalz),112.0,Rheinland-Pfalz,RP
7311,201307311,2013,Frankenthal (Pfalz),54.2,Rheinland-Pfalz,RP
7311,201707311,2017,Frankenthal (Pfalz),42.400000000000006,Rheinland-Pfalz,RP
7312,200907312,2009,Kaiserslautern,112.80000000000001,Rheinland-Pfalz,RP
7312,201307312,2013,Kaiserslautern,89.30000000000001,Rheinland-Pfalz,RP
7312,201707312,2017,Kaiserslautern,49.800000000000004,Rheinland-Pfalz,RP
7313,200907313,2009,Landau in der Pfalz,38.1,Rheinland-Pfalz,RP
7313,201307313,2013,Landau in der Pfalz,48.900000000000006,Rheinland-Pfalz,RP
7313,201707313,2017,Landau in der Pfalz,33.7,Rheinland-Pfalz,RP
7314,200907314,2009,Ludwigshafen am Rhein,95.2,Rheinland-Pfalz,RP
7314,201307314,2013,Ludwigshafen am Rhein,63.7,Rheinland-Pfalz,RP
7314,201707314,2017,Ludwigshafen am Rhein,69.10000000000001,Rheinland-Pfalz,RP
7315,200907315,2009,Mainz,94.30000000000001,Rheinland-Pfalz,RP
7315,201307315,2013,Mainz,59.5,Rheinland-Pfalz,RP
7315,201707315,2017,Mainz,44.800000000000004,Rheinland-Pfalz,RP
7316,200907316,2009,Neustadt an der Weinstrasse,72.60000000000001,Rheinland-Pfalz,RP
7316,201307316,2013,Neustadt an der Weinstrasse,41.1,Rheinland-Pfalz,RP
7316,201707316,2017,Neustadt an der Weinstrasse,58.7,Rheinland-Pfalz,RP
7317,200907317,2009,Pirmasens,57.900000000000006,Rheinland-Pfalz,RP
7317,201307317,2013,Pirmasens,61.0,Rheinland-Pfalz,RP
7317,201707317,2017,Pirmasens,50.400000000000006,Rheinland-Pfalz,RP
7318,200907318,2009,Speyer,81.5,Rheinland-Pfalz,RP
7318,201307318,2013,Speyer,32.2,Rheinland-Pfalz,RP
7318,201707318,2017,Speyer,46.5,Rheinland-Pfalz,RP
7319,200907319,2009,Worms,187.9,Rheinland-Pfalz,RP
7319,201307319,2013,Worms,111.0,Rheinland-Pfalz,RP
7319,201707319,2017,Worms,40.800000000000004,Rheinland-Pfalz,RP
7320,200907320,2009,Zweibrücken,133.20000000000002,Rheinland-Pfalz,RP
7320,201307320,2013,Zweibrücken,88.9,Rheinland-Pfalz,RP
7320,201707320,2017,Zweibrücken,36.0,Rheinland-Pfalz,RP
7331,200907331,2009,Landkreis Alzey-Worms,51.6,Rheinland-Pfalz,RP
7331,201307331,2013,Landkreis Alzey-Worms,59.800000000000004,Rheinland-Pfalz,RP
7331,201707331,2017,Landkreis Alzey-Worms,22.400000000000002,Rheinland-Pfalz,RP
7332,200907332,2009,Landkreis Bad Dürkheim,39.0,Rheinland-Pfalz,RP
7332,201307332,2013,Landkreis Bad Dürkheim,48.900000000000006,Rheinland-Pfalz,RP
7332,201707332,2017,Landkreis Bad Dürkheim,31.200000000000003,Rheinland-Pfalz,RP
7333,200907333,2009,Donnersbergkreis,102.5,Rheinland-Pfalz,RP
7333,201307333,2013,Donnersbergkreis,24.700000000000003,Rheinland-Pfalz,RP
7333,201707333,2017,Donnersbergkreis,8.3,Rheinland-Pfalz,RP
7334,200907334,2009,Landkreis Germersheim,40.400000000000006,Rheinland-Pfalz,RP
7334,201307334,2013,Landkreis Germersheim,84.2,Rheinland-Pfalz,RP
7334,201707334,2017,Landkreis Germersheim,49.1,Rheinland-Pfalz,RP
7335,200907335,2009,Landkreis Kaiserslautern (Land),139.8,Rheinland-Pfalz,RP
7335,201307335,2013,Landkreis Kaiserslautern (Land),52.800000000000004,Rheinland-Pfalz,RP
7335,201707335,2017,Landkreis Kaiserslautern (Land),40.5,Rheinland-Pfalz,RP
7336,200907336,2009,Landkreis Kusel,60.900000000000006,Rheinland-Pfalz,RP
7336,201307336,2013,Landkreis Kusel,58.300000000000004,Rheinland-Pfalz,RP
7336,201707336,2017,Landkreis Kusel,69.5,Rheinland-Pfalz,RP
7337,200907337,2009,Landkreis Südliche Weinstrasse,47.300000000000004,Rheinland-Pfalz,RP
7337,201307337,2013,Landkreis Südliche Weinstrasse,42.7,Rheinland-Pfalz,RP
7337,201707337,2017,Landkreis Südliche Weinstrasse,40.800000000000004,Rheinland-Pfalz,RP
7338,200907338,2009,Rhein-Pfalz-Kreis,55.400000000000006,Rheinland-Pfalz,RP
7338,201307338,2013,Rhein-Pfalz-Kreis,60.800000000000004,Rheinland-Pfalz,RP
7338,201707338,2017,Rhein-Pfalz-Kreis,20.200000000000003,Rheinland-Pfalz,RP
7339,200907339,2009,Landkreis Mainz-Bingen,93.2,Rheinland-Pfalz,RP
7339,201307339,2013,Landkreis Mainz-Bingen,64.7,Rheinland-Pfalz,RP
7339,201707339,2017,Landkreis Mainz-Bingen,33.5,Rheinland-Pfalz,RP
7340,200907340,2009,Landkreis Südwestpfalz,84.0,Rheinland-Pfalz,RP
7340,201307340,2013,Landkreis Südwestpfalz,55.6,Rheinland-Pfalz,RP
7340,201707340,2017,Landkreis Südwestpfalz,43.5,Rheinland-Pfalz,RP
8111,200908111,2009,Stuttgart,68.9,Baden-Württemberg,BW
8111,201308111,2013,Stuttgart,42.800000000000004,Baden-Württemberg,BW
8111,201708111,2017,Stuttgart,40.5,Baden-Württemberg,BW
8115,200908115,2009,Landkreis Böblingen,50.7,Baden-Württemberg,BW
8115,201308115,2013,Landkreis Böblingen,50.400000000000006,Baden-Württemberg,BW
8115,201708115,2017,Landkreis Böblingen,43.900000000000006,Baden-Württemberg,BW
8116,200908116,2009,Landkreis Esslingen,76.80000000000001,Baden-Württemberg,BW
8116,201308116,2013,Landkreis Esslingen,67.60000000000001,Baden-Württemberg,BW
8116,201708116,2017,Landkreis Esslingen,43.5,Baden-Württemberg,BW
8117,200908117,2009,Landkreis Göppingen,98.5,Baden-Württemberg,BW
8117,201308117,2013,Landkreis Göppingen,65.3,Baden-Württemberg,BW
8117,201708117,2017,Landkreis Göppingen,46.900000000000006,Baden-Württemberg,BW
8118,200908118,2009,Landkreis Ludwigsburg,70.10000000000001,Baden-Württemberg,BW
8118,201308118,2013,Landkreis Ludwigsburg,54.400000000000006,Baden-Württemberg,BW
8118,201708118,2017,Landkreis Ludwigsburg,56.900000000000006,Baden-Württemberg,BW
8119,200908119,2009,Rems-Murr-Kreis,73.4,Baden-Württemberg,BW
8119,201308119,2013,Rems-Murr-Kreis,47.2,Baden-Württemberg,BW
8119,201708119,2017,Rems-Murr-Kreis,43.2,Baden-Württemberg,BW
8121,200908121,2009,Heilbronn,78.60000000000001,Baden-Württemberg,BW
8121,201308121,2013,Heilbronn,86.30000000000001,Baden-Württemberg,BW
8121,201708121,2017,Heilbronn,37.300000000000004,Baden-Württemberg,BW
8125,200908125,2009,Landkreis Heilbronn (Land),71.3,Baden-Württemberg,BW
8125,201308125,2013,Landkreis Heilbronn (Land),47.6,Baden-Württemberg,BW
8125,201708125,2017,Landkreis Heilbronn (Land),34.1,Baden-Württemberg,BW
8126,200908126,2009,Hohenlohekreis,38.7,Baden-Württemberg,BW
8126,201308126,2013,Hohenlohekreis,38.6,Baden-Württemberg,BW
8126,201708126,2017,Hohenlohekreis,15.5,Baden-Württemberg,BW
8127,200908127,2009,Landkreis Schwäbisch Hall,82.0,Baden-Württemberg,BW
8127,201308127,2013,Landkreis Schwäbisch Hall,29.8,Baden-Württemberg,BW
8127,201708127,2017,Landkreis Schwäbisch Hall,32.9,Baden-Württemberg,BW
8128,200908128,2009,Main-Tauber-Kreis,97.4,Baden-Württemberg,BW
8128,201308128,2013,Main-Tauber-Kreis,42.5,Baden-Württemberg,BW
8128,201708128,2017,Main-Tauber-Kreis,34.9,Baden-Württemberg,BW
8135,200908135,2009,Landkreis Heidenheim,107.5,Baden-Württemberg,BW
8135,201308135,2013,Landkreis Heidenheim,33.6,Baden-Württemberg,BW
8135,201708135,2017,Landkreis Heidenheim,60.1,Baden-Württemberg,BW
8136,200908136,2009,Ostalbkreis,91.4,Baden-Württemberg,BW
8136,201308136,2013,Ostalbkreis,57.6,Baden-Württemberg,BW
8136,201708136,2017,Ostalbkreis,39.1,Baden-Württemberg,BW
8211,200908211,2009,Baden-Baden,81.5,Baden-Württemberg,BW
8211,201308211,2013,Baden-Baden,61.300000000000004,Baden-Württemberg,BW
8211,201708211,2017,Baden-Baden,53.1,Baden-Württemberg,BW
8212,200908212,2009,Karlsruhe,45.300000000000004,Baden-Württemberg,BW
8212,201308212,2013,Karlsruhe,41.400000000000006,Baden-Württemberg,BW
8212,201708212,2017,Karlsruhe,62.900000000000006,Baden-Württemberg,BW
8215,200908215,2009,Landkreis Karlsruhe (Land),58.7,Baden-Württemberg,BW
8215,201308215,2013,Landkreis Karlsruhe (Land),37.4,Baden-Württemberg,BW
8215,201708215,2017,Landkreis Karlsruhe (Land),40.2,Baden-Württemberg,BW
8216,200908216,2009,Landkreis Rastatt,71.9,Baden-Württemberg,BW
8216,201308216,2013,Landkreis Rastatt,63.400000000000006,Baden-Württemberg,BW
8216,201708216,2017,Landkreis Rastatt,36.800000000000004,Baden-Württemberg,BW
8221,200908221,2009,Heidelberg,58.6,Baden-Württemberg,BW
8221,201308221,2013,Heidelberg,47.7,Baden-Württemberg,BW
8221,201708221,2017,Heidelberg,27.0,Baden-Württemberg,BW
8222,200908222,2009,Mannheim,80.0,Baden-Württemberg,BW
8222,201308222,2013,Mannheim,60.7,Baden-Württemberg,BW
8222,201708222,2017,Mannheim,84.4,Baden-Württemberg,BW
8225,200908225,2009,Neckar-Odenwald-Kreis,89.2,Baden-Württemberg,BW
8225,201308225,2013,Neckar-Odenwald-Kreis,68.9,Baden-Württemberg,BW
8225,201708225,2017,Neckar-Odenwald-Kreis,38.800000000000004,Baden-Württemberg,BW
8226,200908226,2009,Rhein-Neckar-Kreis,64.2,Baden-Württemberg,BW
8226,201308226,2013,Rhein-Neckar-Kreis,45.2,Baden-Württemberg,BW
8226,201708226,2017,Rhein-Neckar-Kreis,46.7,Baden-Württemberg,BW
8231,200908231,2009,Pforzheim,116.60000000000001,Baden-Württemberg,BW
8231,201308231,2013,Pforzheim,47.1,Baden-Württemberg,BW
8231,201708231,2017,Pforzheim,85.7,Baden-Württemberg,BW
8235,200908235,2009,Landkreis Calw,63.0,Baden-Württemberg,BW
8235,201308235,2013,Landkreis Calw,41.0,Baden-Württemberg,BW
8235,201708235,2017,Landkreis Calw,27.200000000000003,Baden-Württemberg,BW
8236,200908236,2009,Enzkreis,77.4,Baden-Württemberg,BW
8236,201308236,2013,Enzkreis,45.400000000000006,Baden-Württemberg,BW
8236,201708236,2017,Enzkreis,37.2,Baden-Württemberg,BW
8237,200908237,2009,Landkreis Freudenstadt,49.2,Baden-Württemberg,BW
8237,201308237,2013,Landkreis Freudenstadt,34.0,Baden-Württemberg,BW
8237,201708237,2017,Landkreis Freudenstadt,18.900000000000002,Baden-Württemberg,BW
8311,200908311,2009,Freiburg im Breisgau,57.5,Baden-Württemberg,BW
8311,201308311,2013,Freiburg im Breisgau,42.900000000000006,Baden-Württemberg,BW
8311,201708311,2017,Freiburg im Breisgau,25.700000000000003,Baden-Württemberg,BW
8315,200908315,2009,Landkreis Breisgau-Hochschwarzwald,48.400000000000006,Baden-Württemberg,BW
8315,201308315,2013,Landkreis Breisgau-Hochschwarzwald,22.200000000000003,Baden-Württemberg,BW
8315,201708315,2017,Landkreis Breisgau-Hochschwarzwald,32.7,Baden-Württemberg,BW
8316,200908316,2009,Landkreis Emmendingen,73.9,Baden-Württemberg,BW
8316,201308316,2013,Landkreis Emmendingen,35.300000000000004,Baden-Württemberg,BW
8316,201708316,2017,Landkreis Emmendingen,27.5,Baden-Württemberg,BW
8317,200908317,2009,Ortenaukreis,74.10000000000001,Baden-Württemberg,BW
8317,201308317,2013,Ortenaukreis,40.400000000000006,Baden-Württemberg,BW
8317,201708317,2017,Ortenaukreis,43.400000000000006,Baden-Württemberg,BW
8325,200908325,2009,Landkreis Rottweil,63.400000000000006,Baden-Württemberg,BW
8325,201308325,2013,Landkreis Rottweil,54.800000000000004,Baden-Württemberg,BW
8325,201708325,2017,Landkreis Rottweil,47.400000000000006,Baden-Württemberg,BW
8326,200908326,2009,Schwarzwald-Baar-Kreis,85.60000000000001,Baden-Württemberg,BW
8326,201308326,2013,Schwarzwald-Baar-Kreis,44.2,Baden-Württemberg,BW
8326,201708326,2017,Schwarzwald-Baar-Kreis,54.900000000000006,Baden-Württemberg,BW
8327,200908327,2009,Landkreis Tuttlingen,58.6,Baden-Württemberg,BW
